D,R_star,rho_anchor,zeta_anchor,self_pair_core,self_anchor,self_shell,anchor_same_sign_as_core,shell_same_sign_as_core,anchor_abs_share_of_core,shell_abs_share_of_core,diag_anchor,mirror_anchor,anchor_exact,diag_same_sign_as_anchor,mirror_same_sign_as_anchor,mu_anchor_11,induced_anchor_from_diag,anchor_reconstruction_residual,required_core_floor_global,required_core_floor_local,required_diag_floor_global,required_diag_floor_local,anchor_over_required_core_global,anchor_over_required_core_local,diag_over_required_global,diag_over_required_local
11.0,1.35,0.7,1.21,0.0001338123868679,0.0001323211313169,1.491255550996078e-06,1,1,0.9888556240128041,0.011144375987166645,0.0001637570966893,3.1435965372357336e-05,0.0001323211313169,1,0,0.19196704147730156,0.00013232113131694267,-4.26633554873046e-17,0.0001205721792709,0.0001168925041884,0.0001492169075520612,0.0001446630399855359,1.0974433083738382,1.1319898759601652,1.0974433083741921,1.1319898759605302
