sweep,alpha_component_upper,beta_component_lower,tail_factor_alpha_over_1_minus_alpha,min_increment,max_increment,flux_product,flux_product_over_global_after_source,outer_bottom_product,outer_bottom_over_local_after_source,point_floor_min_ratio,flux_product_increment,outer_bottom_increment,flux_product_tail_bound,outer_bottom_tail_bound,exact_flux_product_gap,exact_outer_bottom_gap,tail_bound_covers_exact_flux_gap,tail_bound_covers_exact_outer_bottom_gap
384,0.9865867857386755,0.9865771897607855,73.55334571694648,1.456212293517124e-09,1.9516089931961855e-07,0.13409726833223726,1.0000072377548745,0.12942738844139037,0.9967293670298756,0.9944290513491171,6.650585068788276e-06,6.489822872101985e-06,0.0004891727827845463,0.00047734818535346386,0.0004890052296870895,0.0004771838011974061,True,True
500,0.9865817454072859,0.9865806211248371,73.52534106358266,3.037728036101679e-10,4.07199416802527e-08,0.1344842403867198,1.002893015072371,0.12980500577934606,0.9996374245497917,0.9989474920732182,1.387781784617218e-06,1.3542316388759247e-06,0.00010203712903580836,9.957034312744686e-05,0.00010203317520454669,9.956646324171814e-05,True,True
548,0.9865813608269858,0.9865808969735264,73.52320515563653,1.588241739053321e-10,2.129029614845318e-08,0.1345329256808323,1.0032560772517147,0.12985251408265905,1.0000032893150477,0.9994986028678287,7.256039748535137e-07,7.080620707630002e-07,5.334872990490022e-05,5.2058992891632893e-05,5.3347881092041805e-05,5.205815992873064e-05,True,True
700,0.986581108392854,0.9865810795480203,73.52180323652543,2.0374940422991303e-11,2.7312781519968354e-09,0.1345794296844182,1.003602872833376,0.12989789382086236,1.0003527618515802,0.9999525770218783,9.308645651955806e-08,9.083602334864699e-08,6.8438841402163274e-06,6.678428235427654e-06,6.8438775061574475e-06,6.678421725414552e-06,True,True
800,0.9865810995722024,0.9865810864742719,73.52175425107671,5.2768520483097506e-12,7.07366915909946e-10,0.13458450108297268,1.0036406919129373,0.1299028426146263,1.0003908728583406,0.9999928160197581,2.4108237168897423e-08,2.352540271761835e-08,1.7724798885583498e-06,1.7296288772623485e-06,1.7724789516671002e-06,1.7296279614664734e-06,True,True
859,0.9865811034998516,0.9865810832154825,73.52177606325098,2.377986452499134e-12,3.1877131359894784e-10,0.13458547480326316,1.003647953263971,0.1299037927945086,1.0003981902600438,1.0000000332160497,1.0864255265649002e-08,1.060160385375947e-08,7.987593427350412e-07,7.794487444474024e-07,7.987586611857278e-07,7.794480791911695e-07,True,True
