case,csv_profile,ratio_min,ratio_max,ratio_mean,ratio_std,ratio_p10,ratio_p90
open_system_base,/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_geometry_D4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20.csv,0.08520135090894555,0.21266367137882244,0.1269252027712161,0.026178872280581522,0.09815146822589924,0.15873246800186452
