objective_tol,max_canonical_objective_across_families,min_selection_gap_across_families,selection_gap_over_objective_tol_min,selection_gap_over_max_canonical,statement_max_parent_log_rate_anisotropy_residual,cocycle_max_triangle_defect_mix,potential_max_chain_recovery_residual_mix,u_neighborhood_upper,trA_upper,opA_upper,heff_loewner_factor,cor1_logdet_gap_upper,lifted_g_floor,separator_min_from_lifted_g,actual_delta_q_max,tail_mass_upper_from_actual_delta_q,eps0_upper_from_actual_delta_q,eps_delta_upper_from_actual_delta_q
1e-06,3.1719848969657957e-12,0.0006896954635788,689.6954635788,217433400.84580395,8.428813202954188e-13,1.1102230246251563e-15,4.0314973581701005e-15,0.0053396704838382,0.0053468175984459,0.0053396704838382,0.9946603295161618,0.0107366712542675,1.3339253813607472,0.008681621819448981,4.440892098500626e-16,5.1152793692901123e-14,5.1152793692903736e-14,2.973037697323258e-14
