n_rows,D_min,D_max,exact_operator_p95_block11,exact_operator_p95_block22,exact_operator_p95_trace,exact_operator_p95_det,exact_operator_p95_anisotropy,exact_operator_max_block11,exact_operator_max_block22,exact_operator_max_trace,exact_operator_max_det,exact_operator_max_anisotropy,exact_operator_p95_linf,exact_operator_max_linf,p95_safe_radius,max_safe_radius,p95_safe_over_exact_operator,max_safe_over_exact_operator,max_abs_triangle_defect_mix,max_abs_chain_recovery_residual_mix,lifted_g_floor,heff_loewner_factor,tail_mass_upper_from_actual_delta_q,eps_delta_upper_from_actual_delta_q
17,4.0,20.0,1.688022166490554e-10,3.518653102219105e-07,3.30291349825984e-14,2.847894175258407e-18,7.661871137543129e-13,2.3283064365386963e-10,3.6280835047364235e-07,4.39648317751562e-14,4.2063656160648555e-18,8.428813202954188e-13,3.518653102219105e-07,3.6280835047364235e-07,9.61578857745e-05,0.0001005766348821,273.28038025077325,277.21697902156416,1.1102230246251563e-15,4.0314973581701005e-15,1.3339253813607472,0.9946603295161618,5.115279369290112e-14,2.9730376973232585e-14
