term,value,role
single_lobe_positive_positive_overlap,0.010165905574776991,target_positive_positive_overlap
single_lobe_same_center_positive_mass,0.6585044210936768,same_center_positive_lobe_mass
single_lobe_mirror_positive_mass,0.15538482480942128,mirror_positive_lobe_mass
weighted_mirror_positive_avg_given_same_center,0.015437869889913497,mirror_multiplier_given_same_center
weighted_same_center_avg_given_mirror_positive,0.06542405661071102,same_center_multiplier_given_mirror
required_half_global,0.009507526650812578,global_single_lobe_pp_threshold
required_half_local,0.009229853161996529,local_single_lobe_pp_threshold
required_mirror_positive_mass_global,0.14532157043371163,global_mirror_mass_floor
required_mirror_positive_mass_local,0.1410773596158427,local_mirror_mass_floor
