D,rho_anchor,zeta_anchor,strict_cap,E1,E2,Ebar,DeltaE,required_global,required_local,lower_half_signed_mass,strict_slab_signed_mass,strict_slab_over_required_global,strict_slab_over_required_local,omitted_interface_strip_mass,omitted_strip_over_lower_half,omitted_strip_over_required_global,phiL_positive_on_strict_slab,phiR_positive_on_strict_slab,phiL_positive_on_strict_boundary,phiR_positive_on_strict_boundary,min_phiL_strict_slab,min_phiR_strict_slab,min_phiL_strict_boundary,min_phiR_strict_boundary,min_rhs0_strict_slab,max_rhs0_strict_slab,kappa_needed_strict,strict_slab_point_count,strict_slab_boundary_count,crude_torsion_barrier_mass,crude_torsion_barrier_over_strict_mass,crude_torsion_barrier_over_required_global,crude_torsion_barrier_comp_min,preferred_parent_side_route
11.0,0.7,1.21,0.18,2.176196750430064,2.529261047194675,2.3527288988123694,0.17653214838230546,0.14532157043371163,0.1410773596158427,0.155207836004448,0.15303059580183004,1.0530480461029348,1.0847282385957344,0.002177240202617975,0.01402790128815132,0.014982223190404634,1,1,1,1,0.011149979097146026,0.0077871024723240095,0.011149979097146026,0.0077871024723240095,0.0022299831409211025,0.15890624981365395,0.0,420,90,0.0002799220396757725,0.0018291900270600986,0.0019262249839466109,0.01114357128706094,strict_lower_slab_laplacian_barrier
