D,rho_anchor,zeta_anchor,W_pos_11,W_pos_plus_11,W_pos_minus_11,half_total_W_pos_11,required_half_global,required_half_local,lobe_sum_reconstruction_residual_abs,plus_half_residual_abs,minus_half_residual_abs,plus_minus_abs_gap,plus_minus_rel_total_gap,plus_over_half_total,minus_over_half_total,plus_over_required_half_global,plus_over_required_half_local,minus_over_required_half_global,minus_over_required_half_local,single_lobe_target_route
11.0,0.7,1.21,0.02029204084082765,0.010172341839509923,0.01011969900131773,0.010146020420413826,0.009507526650812578,0.009229853161996529,3.469446951953614e-18,2.6321419096097393e-05,2.6321419096095658e-05,5.264283819219305e-05,0.0025942604100360122,1.0025942604100362,0.997405739589964,1.0699251459516577,1.1021130738454263,1.0643881813839389,1.0964095336841433,positive_oriented_carrier_single_lobe
