eps_mix_factor_residual,min_rate_kernel_mix_direct,min_rate_kernel_mix_from_gamma_floor,min_rate_kernel_mix_from_separated_floor,max_exact_mix_witness,argmax_exact_mix_witness_D,bound_direct_kernel_floor,bound_gamma_floor,bound_separated_floor,p95_half_radius,max_half_radius,p95_half_over_direct_bound,max_half_over_direct_bound,p95_half_over_gamma_bound,max_half_over_gamma_bound,p95_half_over_separated_bound,max_half_over_separated_bound,exact_over_direct_bound,exact_over_gamma_bound,exact_over_separated_bound
4.3978709562964013e-14,1.2147234528669615e-09,1.2147234527648042e-09,1.1417118813628153e-09,3.6280835047364235e-07,13.0,3.620470935929203e-05,3.6204709362336816e-05,3.8519971878078735e-05,4.807894288725e-05,5.028831744105e-05,1.3279748336085015,1.3889993409971506,1.32797483349682,1.388999340880337,1.2481562302129083,1.3055128285197033,0.010021026460209014,0.010021026459366254,0.009418707563494156
