factor_map_csv,calibration_csv,n_points,n_anchor,n_phi_identifiable,best_p_sys,best_p_spec,canonical_objective,canonical_p95_block11_rel_residual_identifiable,canonical_p95_block22_rel_residual,canonical_p95_trace_rel_residual,canonical_p95_det_rel_residual_identifiable,canonical_p95_anisotropy_abs_residual_identifiable,canonical_max_block11_rel_residual_identifiable,canonical_max_block22_rel_residual,canonical_max_trace_rel_residual,canonical_max_det_rel_residual_identifiable,canonical_max_anisotropy_abs_residual_identifiable,runner_up_p_sys,runner_up_p_spec,runner_up_objective,runner_up_max_trace_rel_residual,runner_up_max_det_rel_residual_identifiable,runner_up_max_anisotropy_abs_residual_identifiable,selection_gap_objective
/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_bath_factorization_map.csv,/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/kappa_env_anchor_calibration.csv,17,5,12,0.0,0.0,3.1719848969657957e-12,6.034062138837725e-15,8.170131238216527e-13,8.167688747562352e-13,7.64516228102252e-13,7.676526081468182e-13,6.217248937900877e-15,8.423262087831063e-13,8.411049634560186e-13,8.418821195732562e-13,8.428813202954188e-13,0.0,0.25,0.0013740859239998902,0.0003331065079943407,0.00040095423182306966,0.0002977198656433089,0.0013740859208279054
