required_global,required_local,source_potential_mass,target_global_after_source,target_local_after_source,exact_physical_trace_mass,certified_outer_wall_mass,certified_bottom_edge_mass,certified_right_lower_corner_mass,certified_left_lower_corner_mass,certified_outer_bottom_mass,certified_outer_bottom_right_corner_mass,certified_edge_sum,certified_total_with_source,certified_edge_sum_over_global_after_source,certified_edge_sum_over_local_after_source,certified_total_over_required_global,certified_total_over_required_local,certified_gap_over_global_after_source,certified_total_gap_over_required_global,certified_outer_bottom_over_local_after_source,certified_gap_after_outer_bottom_right_corner,certified_left_corner_over_gap_after_outer_bottom_right_corner,exact_minus_certified_edge_sum,scalar_certificate_valid,certificate_route
0.14532157043371163,0.1410773596158427,0.011225272657607257,0.13409629777610438,0.12985208695823544,0.13459947765481273,0.08201595999999998,0.04786024,0.004101680000000001,0.00056876,0.1298762,0.13397788,0.13454664,0.14577191265760725,1.0033583494202616,1.0361530811843978,1.0030989358465614,1.033276445310204,0.00045034222389561673,0.00045034222389561673,1.0001856962204412,0.00011841777610438475,4.802995113661318,5.283765481273184e-05,True,rounded_outer_bottom_right_corner_left_corner_edge_products
