D_bottleneck,R_star,eta_11,lambda_11,core_abs_11,tail_abs_11,exact_total_abs_11,required_parity_floor_global,required_parity_floor_local,required_core_floor_global,required_core_floor_local,core_over_required_global,core_over_required_local,tail_over_exact_total_11,core_over_exact_total_11,interval_floor_4_6,interval_floor_7_10,singleton11_is_overall_bottleneck
11.0,1.35,0.5020241954568346,0.49797580454316503,0.00013470433896902912,6.762483739547158e-05,6.70795015735575e-05,6.0042027977992e-05,5.820963881830761e-05,0.00012057217927098605,0.00011689250418844786,1.1172091255502734,1.152377903991739,1.0081296940066868,2.0081296940066875,8.188121803641355e-05,0.0003708312660711065,1.0
