N_mass_shoulder_floor_abs,N_mass_shoulder_floor_D,best_hollow_zeta_low_min,best_hollow_zeta_low_max,best_hollow_band_floor_abs,best_hollow_band_floor_D,best_hollow_min_band_over_shoulder_share,best_hollow_min_band_over_shoulder_share_D,best_hollow_max_core_over_P_mass_inner,best_hollow_max_core_over_P_mass_inner_D,canonical_zeta_low,canonical_band_floor_abs,canonical_band_floor_D,canonical_min_band_over_shoulder_share,canonical_min_band_over_shoulder_share_D,canonical_max_core_over_P_mass_inner,canonical_max_core_over_P_mass_inner_D,canonical_max_band_over_P_mass_inner,canonical_max_band_over_P_mass_inner_D,shoulder_floor_over_canonical_band_floor
0.0007374471126037282,19.0,0.1,0.1,0.0007374471126037282,19.0,0.9510185529975461,11.0,0.04192138897148969,11.0,0.1,0.0007374471126037282,19.0,0.9510185529975461,11.0,0.04192138897148969,11.0,0.8139412189541091,11.0,1.0
