term,value,role
P_mass_11,0.0018808531747797604,positive_mass_carrier
N_der_11,7.58159492032621e-05,derivative_adverse_leakage
induced_Pdiag_lower_from_mass_minus_nder,0.0018050372255764982,diag_positive_moment_lower_bound
required_Pdiag_global,0.0016866742631665899,global_positive_moment_target
required_Pdiag_local,0.0016351995921772588,local_positive_moment_target
required_Pmass_global_given_Nder,0.001762490212369852,global_mass_target
required_Pmass_local_given_Nder,0.001711015541380521,local_mass_target
allowed_Nder_global_given_Pmass,0.0001941789116131705,global_derivative_ceiling
allowed_Nder_local_given_Pmass,0.0002456535826025016,local_derivative_ceiling
