N_mass_ann_floor_abs,N_mass_ann_floor_D,best_strict_rho_shoulder_min,best_strict_rho_shoulder_max,best_strict_shoulder_floor_abs,best_strict_shoulder_floor_D,best_strict_min_shoulder_over_ann_share,best_strict_min_shoulder_over_ann_share_D,best_strict_max_rim_over_P_mass_inner,best_strict_max_rim_over_P_mass_inner_D,canonical_rho_shoulder,canonical_shoulder_floor_abs,canonical_shoulder_floor_D,canonical_min_shoulder_over_ann_share,canonical_min_shoulder_over_ann_share_D,canonical_max_rim_over_P_mass_inner,canonical_max_rim_over_P_mass_inner_D,canonical_max_shoulder_over_P_mass_inner,canonical_max_shoulder_over_P_mass_inner_D,annulus_floor_over_canonical_shoulder_floor
0.0007733937422596615,19.0,0.16,0.20000000000000004,0.0007374471126037282,19.0,0.94082423669008,11.0,0.05383186480250046,11.0,0.2,0.0007374471126037282,19.0,0.94082423669008,11.0,0.05383186480250046,11.0,0.8558626079255988,11.0,1.0487446883194314
