source,parity_floor,gx_floor,Sxx_used,implied_gamma_floor,gamma_over_scalar_threshold,required_gx_factor_to_close,role
anchor_parity_floor_global_Sxx,5.64043e-05,2.820215e-05,1.0149317950893333,0.00034755319993828236,0.8824979852723523,1.0644938059330986,current_theorem_bridge
core_parity_floor_global_Sxx,5.704e-05,2.852e-05,1.0149317950893333,0.0003554314861602606,0.9025023233694534,1.0526302240180974,current_theorem_bridge
anchor_parity_floor_local_Sxx,5.64043e-05,2.820215e-05,1.0798358803832029,0.00036977895209433346,0.9389330332084979,1.0320071132574624,exact_alignment_reference
core_parity_floor_local_Sxx,5.704e-05,2.852e-05,1.0798358803832029,0.0003781610484869999,0.9602166328997117,1.0205055893812742,exact_alignment_reference
