alpha,beta,lambda,j_parent_statement,u_overlap_max,u_overlap_p95,u_overlap_p50,xi_overlap_max,xi_overlap_p95
1.005,0.995,0.03999999999999998,6.647312219900059e-08,0.0002132255400590732,0.00021322549547224474,0.00020490096148165847,0.13326596253692088,0.1332659346701531
1.005,0.995,-0.04000000000000001,6.647312219900059e-08,0.00021322554005907352,0.00021322549547224507,0.00020490096148165877,0.13326596253692088,0.1332659346701531
0.995,1.01,0.15999999999999998,7.00788166617901e-08,0.0034231329628966627,0.003423132248402768,0.0032905441810953356,0.13371613136315094,0.13371610345323318
0.995,1.01,-0.16,7.007881666179041e-08,0.0034231329628966645,0.0034231322484027694,0.0032905441810953374,0.13371613136315094,0.13371610345323318
0.995,1.01,-0.14500000000000002,7.202515204754043e-08,0.002811381661910249,0.0028113810751042283,0.0027024879456066203,0.13371613136315094,0.13371610345323318
0.995,1.01,0.14500000000000002,7.202515204754043e-08,0.002811381661910249,0.0028113810751042283,0.0027024879456066203,0.13371613136315094,0.13371610345323318
1.005,0.995,0.044999999999999984,7.213433984240861e-08,0.0002698635741372646,0.0002698635177070598,0.0002593277793752241,0.13326596253692088,0.1332659346701531
1.005,0.995,-0.04500000000000001,7.213433984240861e-08,0.0002698635741372649,0.0002698635177070602,0.0002593277793752244,0.13326596253692088,0.1332659346701531
1.005,1.0,0.09499999999999997,7.260490679425541e-08,0.0012073636933798621,0.0012073634411329125,0.0011603280626021908,0.1337799106238075,0.13377988267400698
1.005,1.0,-0.09500000000000001,7.260490679425541e-08,0.0012073636933798632,0.0012073634411329135,0.0011603280626021918,0.1337799106238075,0.13377988267400698
1.01,1.0,-0.19,7.283435981255233e-08,0.004848880395317024,0.004848879382673172,0.0046598441343445,0.1343180164907763,0.13431798843970005
1.01,1.0,0.19,7.283435981255233e-08,0.004848880395317024,0.004848879382673172,0.0046598441343445,0.1343180164907763,0.13431798843970005
1.0,1.005,0.16499999999999998,7.388052461658876e-08,0.003641378760484694,0.003641378000076249,0.0034999286299879297,0.13375128596821653,0.13375125803769514
1.0,1.005,-0.165,7.388052461658876e-08,0.0036413787604846954,0.003641378000076251,0.003499928629987931,0.13375128596821653,0.13375125803769514
1.0,1.005,0.10999999999999999,7.769813467253557e-08,0.0016183905602154198,0.001618390222256111,0.0015555238355501912,0.13375128596821653,0.13375125803769514
1.0,1.005,-0.11000000000000001,7.769813467253557e-08,0.0016183905602154204,0.0016183902222561117,0.0015555238355501918,0.13375128596821653,0.13375125803769514
1.0,1.0,0.08999999999999997,7.867635375454144e-08,0.0010792497357965467,0.0010792495102260064,0.001037235589865561,0.13324070812303054,0.1332406802748157
1.0,1.0,-0.09000000000000001,7.867635375454144e-08,0.0010792497357965476,0.0010792495102260073,0.001037235589865562,0.13324070812303054,0.1332406802748157
