R_star,cut_D,left_window,right_window,eta_left_max,lambda_left_min,core_left_floor_abs,induced_left_floor,eta_right_max,lambda_right_min,core_right_floor_abs,induced_right_floor,overall_piecewise_floor,left_window_is_bottleneck,required_parity_floor_global,required_parity_floor_local,overall_over_required_global,overall_over_required_local,left_over_required_global,left_over_required_local,right_over_required_global,right_over_required_local,global_threshold_closed,local_threshold_closed,remaining_parent_task
1.35,11.0,"[4,11]","[12,20]",0.5202154586941914,0.4797845413058086,0.000134704338969,6.462905948414383e-05,0.5732912860349988,0.4267087139650012,0.0003259189500029,0.0001390724560125,6.462905948414383e-05,1,6.0042027977992e-05,5.820963881830761e-05,1.0763970115705148,1.11028105990957,1.0763970115705148,1.11028105990957,2.3162518105397116,2.3891654172016623,1,1,prove_same_family_piecewise_core_tail_bounds_parent_side
