N_mass_inner_max_abs,N_mass_inner_max_D,best_strict_rho_min,best_strict_zeta_box,best_strict_max_tail_over_P_mass_inner,best_strict_max_tail_over_P_mass_inner_D,best_strict_min_annulus_over_inner_share,best_strict_min_annulus_over_inner_share_D,best_strict_max_annulus_over_P_mass_inner,best_strict_max_annulus_over_P_mass_inner_D,best_offaxis_rho_min,best_offaxis_zeta_box,best_offaxis_max_tail_over_P_mass_inner,best_offaxis_max_tail_over_P_mass_inner_D,best_offaxis_min_annulus_over_inner_share,best_offaxis_min_annulus_over_inner_share_D,canonical_rho_min,canonical_zeta_box,canonical_max_tail_over_P_mass_inner,canonical_max_tail_over_P_mass_inner_D,canonical_min_annulus_over_inner_share,canonical_min_annulus_over_inner_share_D,canonical_max_annulus_over_P_mass_inner,canonical_max_annulus_over_P_mass_inner_D,canonical_inner_max_over_annulus_max
0.002298117166604592,6.0,0.03,1.2000000000000002,0.0,4.0,1.0,4.0,0.9578123083576875,11.0,0.12,1.2000000000000002,0.048117835629588296,11.0,0.9497627716727784,11.0,0.15,1.2,0.048117835629588296,11.0,0.9497627716727784,11.0,0.9096944727280992,11.0,0.9629338081475742
