complement_logdet_tol,a_norm_upper,gap_shrink_factor,analytic_lifted_g_floor,analytic_separator_min,analytic_eps_delta_factor_max,analytic_tail_mass_upper,analytic_eps0_upper,analytic_eps_delta_upper,exact_lifted_g_floor,exact_separator_min,exact_eps_delta_factor_max,exact_tail_mass_upper,exact_eps0_upper,exact_eps_delta_upper,delta_q_ref
1.500329e-07,1.5003288877935006e-07,0.9999999249835528,1.33750096815163,0.01194921360744361,0.5782393181096956,0.08368751558488023,0.09133075998445857,0.0528110363758536,1.3537137073378347,0.012314411707816109,0.5650586467393677,0.08120566566450654,0.0883828541707732,0.04994149597269998,0.001
1e-06,9.999994999843054e-07,0.999999500000125,1.3375003997358412,0.011949200575216756,0.5782397881524705,0.08368760685748722,0.09133086869040241,0.052811142163319384,1.3537131320319,0.0123143989764396,0.5650591065453708,0.08120574961987508,0.08838295362240078,0.049941592807714735,0.001
0.0001,9.999500016666385e-05,0.9999500012499791,1.3374341951046325,0.0119476825718966,0.5782945389249017,0.08369823971991062,0.0913435326090897,0.05282346607394525,1.3536461248903047,0.012312916016358977,0.5651126649398401,0.0812155299907347,0.08839453935253792,0.049952873699642276,0.001
0.001,0.000999500166624978,0.9995001249791693,1.3368324851117377,0.011933875861351417,0.5787925002032116,0.08379507308590002,0.09145887631071029,0.05293571168565229,1.3530371211702181,0.012299428030010717,0.5655997819593317,0.08130459380387371,0.08850005481198252,0.050055611705046216,0.001
0.01,0.009950166250831893,0.9950124791926823,1.3308302540773238,0.011795144665778023,0.5837946685063102,0.0847806473201945,0.09263423798016591,0.05407937425396561,1.3469621330996497,0.012163898914343108,0.5704930648727603,0.08221048259623781,0.08957444058502037,0.05110159714361124,0.001
0.05,0.048770575499285984,0.9753099120283326,1.3044780494430848,0.011163723102303513,0.6065295189167867,0.08957585124927192,0.09838914243672768,0.059675919228783646,1.3202904958587138,0.011547039991049446,0.5927341406199322,0.08660228082479479,0.09481333159337899,0.05619909862131416,0.001
