objective_tol,safety_factor,n_scans,canonical_objective_max,canonical_p95_linf_max,canonical_max_linf_max,nearest_noncanonical_objective,nearest_noncanonical_p95_linf,nearest_noncanonical_max_linf,p95_safe_radius,max_safe_radius,p95_safe_over_canonical,max_safe_over_canonical,nearest_p95_audit,nearest_max_audit,nearest_p95_objective,nearest_max_objective,u_neighborhood_upper,lifted_g_floor,heff_loewner_factor,separator_min_from_lifted_g,actual_delta_q_max,tail_mass_upper_from_actual_delta_q,eps0_upper_from_actual_delta_q,eps_delta_upper_from_actual_delta_q
1e-06,0.5,4,3.1719848969657957e-12,8.172351684265777e-13,8.428813202954188e-13,0.0006896954667507,0.000192315771549,0.0002011532697642,9.61578857745e-05,0.0001005766348821,117662442.20697539,119324788.03403687,generator_affinity,generator_affinity,0.0006896954667507,0.0006896954667507,0.0053396704838382,1.3339253813607472,0.9946603295161618,0.008681621819448981,4.440892098500626e-16,5.1152793692901123e-14,5.1152793692903736e-14,2.973037697323258e-14
