edge,edge_label,point_count,direct_flux_sum,gs548_product,gs859_product,old_4sig_product,cumulative_gs548_product,cumulative_gs548_over_global_after_source,cumulative_gs548_over_local_after_source
outer_rho,out,33,283.37600000000003,0.08199779182602047,0.08202772861063744,0.08201336300000005,0.08199779182602047,0.6114843823871197,0.6314707275547567
bottom,bot,10,273.83500000000004,0.04785472225663858,0.04787606418387113,0.047862350366666674,0.12985251408265905,0.968352715445351,1.0000032893150477
corner_rb,rb,1,63.27733333333333,0.00411187981546935,0.004112795539385515,0.004112393893333333,0.1339643938981284,0.9990163495923189,1.031669163247377
corner_lb,lb,1,2.3600000000000003,0.0005685317827039042,0.0005688864693690713,0.00056876,0.1345329256808323,1.0032560772517147,1.0360474662536796
