rho_box,zeta_box,P_mass_box_floor_abs,min_box_over_inner_share,mean_box_over_inner_share
0.7000000000000003,1.2000000000000004,0.0012552030327483696,1.0,1.0
0.6900000000000003,1.2000000000000004,0.0012552030327483696,1.0,1.0
0.7000000000000003,1.1900000000000004,0.0012552030327483696,0.9998254319778073,0.9999897312928122
0.6900000000000003,1.1900000000000004,0.0012552030327483696,0.9998254319778073,0.9999897312928122
0.7000000000000003,1.1800000000000004,0.0012552030327483696,0.997481106371101,0.9997662692113849
0.6900000000000003,1.1800000000000004,0.0012552030327483696,0.997481106371101,0.9997662692113849
0.7000000000000003,1.1600000000000004,0.0012552030327483696,0.9952973361797924,0.9996378121413079
0.6900000000000003,1.1600000000000004,0.0012552030327483696,0.9952973361797924,0.9996378121413079
0.7000000000000003,1.1700000000000004,0.0012552030327483696,0.9952973361797923,0.9996378121413079
0.6900000000000003,1.1700000000000004,0.0012552030327483696,0.9952973361797923,0.9996378121413079
0.7000000000000003,1.1500000000000004,0.0012552030327483696,0.9922485181494732,0.999188925565902
0.6900000000000003,1.1500000000000004,0.0012552030327483696,0.9922485181494732,0.999188925565902
0.7000000000000003,1.1400000000000003,0.0012552030327483696,0.9891730499315652,0.9990080156707309
0.6900000000000003,1.1400000000000003,0.0012552030327483696,0.9891730499315652,0.9990080156707309
0.7000000000000003,1.1300000000000003,0.0012552030327483696,0.9891730499315652,0.9989855548265758
0.6900000000000003,1.1300000000000003,0.0012552030327483696,0.9891730499315652,0.9989855548265758
0.7000000000000003,1.1200000000000003,0.0012552030327483696,0.9852142607387534,0.998267750660644
0.6900000000000003,1.1200000000000003,0.0012552030327483696,0.9852142607387534,0.998267750660644
0.7000000000000003,1.1000000000000003,0.0012552030327483696,0.9812195798196617,0.9979606312952707
0.6900000000000003,1.1000000000000003,0.0012552030327483696,0.9812195798196617,0.9979606312952707
0.7000000000000003,1.1100000000000003,0.0012552030327483696,0.9812195798196616,0.9980327694301091
0.6900000000000003,1.1100000000000003,0.0012552030327483696,0.9812195798196616,0.9980327694301091
0.7000000000000003,1.0900000000000003,0.001254281817968459,0.9763276488534637,0.9968778985395045
0.6900000000000003,1.0900000000000003,0.001254281817968459,0.9763276488534637,0.9968778985395045
0.7000000000000003,1.0800000000000003,0.001253356398754664,0.9713900927126066,0.9965284982741466
0.6900000000000003,1.0800000000000003,0.001253356398754664,0.9713900927126066,0.9965284982741466
0.7000000000000003,1.0700000000000003,0.001253356398754664,0.9713900927126066,0.9964046256697463
0.6900000000000003,1.0700000000000003,0.001253356398754664,0.9713900927126066,0.9964046256697463
0.7000000000000003,1.0600000000000003,0.0012513097346631072,0.9655459942778007,0.9948742721689146
0.6900000000000003,1.0600000000000003,0.0012513097346631072,0.9655459942778007,0.9948742721689146
0.7000000000000003,1.0400000000000003,0.0012492487441205535,0.9596460634593258,0.9942011088979846
0.6900000000000003,1.0400000000000003,0.0012492487441205535,0.9596460634593258,0.9942011088979846
0.7000000000000003,1.0500000000000003,0.0012492487441205533,0.9596460634593258,0.99437857712304
0.6900000000000003,1.0500000000000003,0.0012492487441205533,0.9596460634593258,0.99437857712304
0.7000000000000003,1.0300000000000002,0.0012460372613577102,0.9528352221307159,0.9921182704414474
0.6900000000000003,1.0300000000000002,0.0012460372613577102,0.9528352221307159,0.9921182704414474
0.7000000000000003,1.0200000000000002,0.0012428006054595593,0.9459578899622215,0.991443181721049
0.6900000000000003,1.0200000000000002,0.0012428006054595593,0.9459578899622215,0.991443181721049
0.7000000000000003,1.0100000000000002,0.001242800605459559,0.9459578899622215,0.991210471368363
0.6900000000000003,1.0100000000000002,0.001242800605459559,0.9459578899622215,0.991210471368363
0.7000000000000003,1.0000000000000002,0.0012383896218581586,0.9381704841607292,0.9884668698614161
0.6900000000000003,1.0000000000000002,0.0012383896218581586,0.9381704841607292,0.9884668698614161
0.7000000000000003,0.9900000000000002,0.001233941900527706,0.9303055050831981,0.9875886907029041
0.6900000000000003,0.9900000000000002,0.001233941900527706,0.9303055050831981,0.9875886907029041
0.7000000000000003,0.9800000000000002,0.001233941900527706,0.9303055050831981,0.9872993250098018
0.6900000000000003,0.9800000000000002,0.001233941900527706,0.9303055050831981,0.9872993250098018
0.7000000000000003,0.9700000000000002,0.0012209662902348986,0.9215367687666577,0.9838736887282695
0.6900000000000003,0.9700000000000002,0.0012209662902348986,0.9215367687666577,0.9838736887282695
0.7000000000000003,0.9600000000000002,0.0012209662902348986,0.9126789852890462,0.9827859586960623
0.6900000000000003,0.9600000000000002,0.0012209662902348986,0.9126789852890462,0.9827859586960623
0.7000000000000003,0.9500000000000002,0.0012209662902348986,0.9126789852890462,0.9824387764247113
0.6900000000000003,0.9500000000000002,0.0012209662902348986,0.9126789852890462,0.9824387764247113
0.7000000000000003,0.9400000000000002,0.0011993745019614798,0.9029295078740153,0.9782799497401261
0.6900000000000003,0.9400000000000002,0.0011993745019614798,0.9029295078740153,0.9782799497401261
0.7000000000000003,0.9300000000000002,0.0011993745019614798,0.8930791562407908,0.9769442866173532
