D,rho_anchor,zeta_anchor,strict_cap,boundary_defect_sig_figs,exterior_phi_sig_figs,poisson_weight_sig_figs,required_global,required_local,source_potential_mass,target_global_after_source,target_local_after_source,edge_point_count,missing_flux_component_count,max_flux_reconstruction_resid_abs,exact_boundary_defect_sum,certified_boundary_defect_floor_sum,certified_flux_floor_sum,certified_flux_floor_sum_over_boundary_floor_sum,certified_flux_minus_boundary_floor_sum,exact_edge_product_sum,certified_edge_sum,flux_certified_product_with_p_floor_sum,certified_edge_sum_over_global_after_source,certified_edge_sum_over_local_after_source,certified_edge_gap_over_global_after_source,flux_certified_product_over_global_after_source,certified_total_with_source,certified_total_over_required_global,certified_total_over_required_local,certified_outer_bottom_product,certified_outer_bottom_over_local_after_source,point_flux_certificate_valid,certificate_route
11.0,0.7,1.21,0.18,4,5,4,0.14532157043371163,0.1410773596158427,0.011225272657607257,0.13409629777610438,0.12985208695823544,45,46,1.3145040611561853e-13,622.9084883966602,622.792,622.9032000000001,1.0001785507842105,0.11120000000005348,0.13459947765481273,0.1345410144,0.13456886172299998,1.0033163974790575,1.0361097580454957,0.0004447166238956135,1.0035240640847864,0.14576628705760725,1.003060224456482,1.033236569315818,0.1298596872,1.0000585299931837,True,missing_neighbor_flux_with_5sig_exterior_phi_floors
