max_abs_gamma_formula_residual,actual_gamma_mix_floor,actual_gamma_mix_floor_D,min_gamma_ref,min_gamma_ref_D,min_chi_eff,min_chi_eff_D,max_Cmax,max_Cmax_D,separated_gamma_mix_floor,actual_over_separated_gamma_floor,kappa_env_max,induced_kernel_floor_from_separated_gamma,actual_kernel_floor,actual_over_separated_kernel_floor,eps_mix_factor_residual,mix_witness_bound_from_separated_gamma_floor,p95_half_radius,max_half_radius,p95_half_over_sep_gamma_bound,max_half_over_sep_gamma_bound
4.123090757701675e-14,0.0005229948516151,11.0,475.0029831292905,4.0,9.033669588268652e-07,11.0,0.4975393982597831,11.0,0.0004312241420519088,1.2128144058134487,430546.4345656163,1.0015740636360775e-09,1.2147234528669505e-09,1.2128144058134487,4.3978709562964013e-14,4.390959306923876e-05,4.807894288725e-05,5.028831744105e-05,1.0949530507248566,1.145269494111525
