family,p_exponent,reference_anchor_geomean,scale_best,kappa_profile_p50,kappa_profile_p90,anchor_rmse,anchor_mae,anchor_max_abs_err,holdout_rmse,holdout_mae,holdout_max_abs_err,overall_rmse,overall_mae,overall_max_abs_err,p95_mix_norm_rel_residual,p95_obs_norm_rel_residual,p95_phi_norm_rel_residual_identifiable,max_mix_norm_rel_residual,max_obs_norm_rel_residual,max_phi_norm_rel_residual_identifiable,holdout_rmse_threshold,holdout_max_abs_threshold,norm_rel_threshold,gate_holdout_rmse,gate_holdout_max_abs,gate_bridge_norm,summary_kind
bath_shape,0.5,1.0901546686760482,1.006730183379457,431662.45459346933,435312.21645337093,0.08586274979955642,0.07495602178204534,0.14438773672235972,0.06900715405859802,0.05871875952826056,0.12483722539113391,0.07436235082783377,0.06349442489702078,0.14438773672235972,0.013242145279472914,0.013242145279472114,0.012058046300774604,0.01595241079215115,0.015952410792144933,0.012564578900954526,0.0694542033431657,0.1248712638192654,0.01,1,1,0,best_in_family
response_linear,-0.5,7.14688201827457e-11,1.9653542406425373,588513.5809275765,1648460.1190523775,0.0652386995324899,0.056427733240901,0.11733206379877496,0.05533323295576071,0.04724408162961675,0.10485573390834703,0.05842120868691956,0.04994515563293565,0.11733206379877496,3.887568994156088,3.8875689941560543,4.053580777928837,7.090787268744702,7.090787268744627,7.090787268744627,0.0694542033431657,0.1248712638192654,0.01,1,1,0,best_in_family
system_total,-0.5,0.00014600910358615168,1.491720583957154,523255.57259566366,911200.0054809962,0.0753238024567525,0.06281697587666384,0.13303242777122254,0.05925748242129427,0.0511812720806849,0.11879209979495325,0.06440029537639576,0.05460353790303165,0.13303242777122254,1.345673768699563,1.345673768699548,1.3161621490441042,2.1011180780995105,2.101118078099482,2.101118078099482,0.0694542033431657,0.1248712638192654,0.01,1,1,0,best_in_family
uniform,0.0,1.0,1.006730183379457,433444.09102361434,433444.09102361434,0.08615551199887088,0.07530537150864655,0.14438189830268225,0.06982459518602725,0.05943935079104534,0.12485158864279126,0.07499786285333457,0.06410582747269276,0.14438189830268225,0.006730183379468802,0.006730183379485233,0.006730183379457378,0.006730183379478394,0.006730183379597854,0.006730183379457744,0.0694542033431657,0.1248712638192654,0.01,0,1,1,best_in_family
response_linear,-0.5,7.14688201827457e-11,1.9653542406425373,588513.5809275765,1648460.1190523775,0.0652386995324899,0.056427733240901,0.11733206379877496,0.05533323295576071,0.04724408162961675,0.10485573390834703,0.05842120868691956,0.04994515563293565,0.11733206379877496,3.887568994156088,3.8875689941560543,4.053580777928837,7.090787268744702,7.090787268744627,7.090787268744627,0.0694542033431657,0.1248712638192654,0.01,1,1,0,overall_best_holdout
bath_shape,0.25,1.0901546686760482,1.006730183379457,432552.355513513,434377.13777454884,0.0860087235494262,0.07513078380829226,0.144384817895512,0.06939147759967895,0.059063778079332246,0.12484441567099205,0.07466380672706827,0.06378936799961461,0.144384817895512,0.009613282376373709,0.009613282376365138,0.008846208785593645,0.011330785065409188,0.011330785065402749,0.009183906704105738,0.0694542033431657,0.1248712638192654,0.01,1,1,1,overall_best_admissible
uniform,0.0,1.0,1.0,430546.4345656163,430546.4345656163,0.08614892245090508,0.07536998441323559,0.14445376495485487,0.06945420275471413,0.059043685873483805,0.12487126388841426,0.07475246191530124,0.06384553838517551,0.14445376495485487,8.172573728870702e-13,8.215650382226158e-13,3.2196467714129524e-16,8.426592756904938e-13,8.499867476530198e-13,4.440892098500626e-16,0.0694542033431657,0.1248712638192654,0.01,1,0,1,canonical_locked
