n_rows,all_rows_underdamped,min_delta_minus_gamma_phi,max_gamma_phi_over_delta,max_abs_Cmax_closed_form_residual,Cmax_closed_form_floor,Cmax_closed_form_floor_D,Cmax_exact_floor,Cmax_exact_floor_D,actual_over_closed_form_floor,delta_min,delta_min_D,gamma_phi_max,gamma_phi_max_D,gamma_mix_max,gamma_mix_max_D,omega_min_from_extrema,Gamma_max_from_extrema,Cmax_separated_floor,actual_over_separated_Cmax_floor,min_dC_dd_on_box,max_dC_dgamma_phi_on_box,max_dC_dgamma_mix_on_box,A_chi_separated_floor,chi_eff_floor_from_separated_Achi_and_Cmax_floors,actual_chi_eff_floor,actual_over_separated_chi_eff_floor
17,1,0.25927251369746396,0.00020674920423048124,0.00028246377117724375,0.23433808840904943,5.0,0.2342547771193519,5.0,0.9996444825070343,0.2592778908604871,20.0,9.56233289409531e-05,7.0,0.1489986159999165,5.0,0.2592778732272417,0.298092855328774,0.14408345648817297,1.6258270229558283,0.003164481870987501,-0.39778080648811387,-0.7956341488416322,1.041473557331327e-06,1.5005910998133095e-07,9.033669588268652e-07,6.0200740824016234
