D,family,R,exact,max_overlap_identity_residual_abs,right_signed,left_signed,mid_signed,outer_signed,union_abs_share,mid_abs_share,outer_abs_share,union_exact,union_jet,rel_jet_err_vs_union,rel_jet_err_vs_exact,a0,ar,az,z_peak,I_z_peak
11.0,z_profile_peak,8.0,6.707950157337475e-05,5.204170427930421e-18,,,,,,,,,,,,,,,4.895,8.715326531863177e-05
11.0,z_profile_peak,9.0,6.707950157337475e-05,5.204170427930421e-18,,,,,,,,,,,,,,,-5.005,8.689684359551773e-05
11.0,z_profile_peak,10.0,6.707950157337475e-05,5.204170427930421e-18,,,,,,,,,,,,,,,-4.885000000000001,8.641326492025124e-05
11.0,z_profile_peak,11.0,6.707950157337475e-05,5.204170427930421e-18,,,,,,,,,,,,,,,5.044999999999998,8.629654615571538e-05
11.0,z_profile_peak,12.0,6.707950157337475e-05,5.204170427930421e-18,,,,,,,,,,,,,,,-5.9350000000000005,-8.59182935719168e-05
18.0,zslab,0.5,0.0001396883008133095,3.469446951953614e-18,8.543524246182508e-05,8.543524246156901e-05,9.921537628842143e-06,-4.1103721738926744e-05,0.23757117820622853,0.0008449870267651078,0.7615838347670064,,,,,,,,,
18.0,zslab,1.0,0.0001396883008133095,3.469446951953614e-18,0.0002283476717487004,0.00022834767174835345,8.620309345319016e-06,-0.0003256273520290634,0.5012431858487727,0.001165620619606671,0.49759119353162057,,,,,,,,,
18.0,zslab,1.5,0.0001396883008133095,3.469446951953614e-18,0.0001984457408284966,0.000198445740828122,1.5440989535649226e-05,-0.0002726441703789584,0.5738539402062052,0.002205037721327282,0.42394102207246775,,,,,,,,,
18.0,zslab,2.0,0.0001396883008133095,3.469446951953614e-18,3.226909684810755e-07,3.226909680658396e-07,1.5531600998002224e-05,0.00012351131787876032,0.7255797222787145,0.0030144318429243594,0.27140584587836125,,,,,,,,,
18.0,core_ball,0.5,0.0001396883008133095,3.469446951953614e-18,1.0387309868521996e-05,1.0387309868492511e-05,9.921537628842143e-06,0.00011891368107629499,0.03399106433400513,0.0008449870267651078,0.966008935665995,,,,,,,,,
18.0,core_ball,0.75,0.0001396883008133095,3.469446951953614e-18,4.2436158109031074e-05,4.2436158108929545e-05,9.672865016860317e-06,5.481598459534889e-05,0.10478783974766473,0.0009151570633274515,0.8952121602523353,,,,,,,,,
18.0,core_ball,1.0,0.0001396883008133095,3.469446951953614e-18,9.345926080423011e-05,9.345926080405011e-05,8.620309345319016e-06,-4.72302207949707e-05,0.206046092112939,0.001165620619606671,0.793953907887061,,,,,,,,,
18.0,core_ball,1.25,0.0001396883008133095,3.469446951953614e-18,0.0001465523553465484,0.00014655235534630302,1.04110835278957e-05,-0.00015341640987954192,0.30861479031272926,0.0016511640363768927,0.6913852096872709,,,,,,,,,
