best_cut_D,best_leftA_window,best_leftA_eta_max,best_leftA_core_floor_abs,best_leftA_induced_floor,best_leftB_window,best_leftB_eta_max,best_leftB_core_floor_abs,best_leftB_induced_floor,best_overall_induced_floor,required_parity_floor_global,required_parity_floor_local,best_over_required_global,best_over_required_local,eta_left_max_D,eta_left_max_value,core_left_floor_D,core_left_floor_value,split_decouples_eta_and_core_bottlenecks
10.0,"[4,10]",0.5202154586941914,0.0001544168509239,7.408681799041078e-05,"[11,11]",0.5020241954568346,0.000134704338969,6.707950157354299e-05,6.707950157354299e-05,6.0042027977992e-05,5.820963881830761e-05,1.1172091255500318,1.1523779039914899,9.0,0.5202154586941914,11.0,0.000134704338969,1
