n_rows,D_min,D_max,r_on_shell_min,r_on_shell_max,max_abs_tau_gap_lock_residual,max_abs_q_parent_log_vs_shape_residual,max_abs_delta_q_parent_log_vs_gap,max_abs_delta_q_parent_shape_vs_gap,max_abs_delta_q_micro_vs_gap,max_abs_delta_q_parent_log_vs_micro,analytic_g_floor,exact_g_floor,analytic_separator_min,analytic_tail_mass_upper_from_actual_deltaq,analytic_eps_delta_upper_from_actual_deltaq,exact_separator_min,exact_tail_mass_upper_from_actual_deltaq,exact_eps_delta_upper_from_actual_deltaq
17,4.0,20.0,0.14303559214936803,0.2856644248277023,1.1102230246251565e-16,1.1102230246251565e-16,4.440892098500626e-16,3.3306690738754696e-16,3.3306690738754696e-16,1.1102230246251565e-16,1.3375010684862083,1.3537138088886351,0.008741633509979807,5.080162756115001e-14,2.9375494264807884e-14,0.00900788410449127,4.930005811560594e-14,2.7857420121630454e-14
