edge,edge_label,exact_boundary_defect_sum,certified_boundary_defect_sum,exact_product,certified_pointwise_product_sum,product_slack,exact_over_certified,cumulative_certified_pointwise_product,cumulative_certified_over_global_after_source,cumulative_certified_over_local_after_source
outer_rho,out,283.40958247943047,283.33000000000004,0.08203772597707418,0.08200010379999999,3.762217707418969e-05,1.0004588064567084,0.08200010379999999,0.6115016235341003,0.6314885322280097
bottom,bot,273.8536425117011,273.822,0.047879530044903626,0.0478595834,1.994664490362341e-05,1.0004167743111534,0.1298596872,0.9684062077300739,1.0000585299931837
corner_rb,rb,63.2852356533649,63.28,0.004113323082308762,0.0041125672,7.558823087614949e-07,1.0001837981659634,0.1339722544,0.9990749679285591,1.0317296975218406
corner_lb,lb,2.360027752163762,2.36,0.0005688985505261594,0.0005687599999999999,1.3855052615949475e-07,1.0002436010376248,0.1345410144,1.0033163974790575,1.0361097580454957
