max_factor_resid_abs,mirror_avg_weighted_floor_abs,mirror_avg_weighted_floor_D,mirror_avg_floor_abs,mirror_avg_floor_D,self_bias_min,self_bias_min_D,self_bias_max,self_bias_max_D,A_band_min,A_band_min_D,A_band_max,A_band_max_D,A_band_relative_spread,induced_lower_bound_abs,exact_over_induced_lower_bound,induced_from_Smir_area_abs,exact_over_induced_from_Smir_area
0.0,0.0192259418241091,19.0,0.02432292467547498,20.0,0.740007028110269,5.0,0.8353515478807718,9.0,2.3813999999999997,4.0,2.3976,6.0,0.006789137380191877,0.01799913520404817,1.0681591979921907,0.017877519425642436,1.0754255870941787
