D,rho_anchor,zeta_anchor,positive_kernel_everywhere_on_anchor,factorization_residual_abs,P_mass_11,W_pos_11,W_neg_11,I_carrier_11,carrier_neg_over_pos_11,mass_kernel_min_anchor,mass_kernel_max_anchor,mass_kernel_avg_weighted,lower_product_from_kernel_min,upper_product_from_kernel_max,required_Pmass_global,required_Pmass_local,lower_product_over_required_global,lower_product_over_required_local,required_Wpos_global_given_kavg,required_Wpos_local_given_kavg,Wpos_over_required_global,Wpos_over_required_local,required_kavg_global_given_Wpos,required_kavg_local_given_Wpos,kavg_over_required_global,kavg_over_required_local,P_mass_plus_11,P_mass_minus_11,W_pos_plus_11,W_pos_minus_11,kavg_plus_11,kavg_minus_11,plus_minus_mass_rel_gap,plus_minus_carrier_rel_gap,plus_minus_kavg_rel_gap,preferred_parent_side_route
11.0,0.7,1.21,1,0.0,0.0018808531747797604,0.02029204084082765,0.017096486911295755,0.0031955539295318992,0.8425218067222479,0.04367922996882942,0.8972953277270702,0.09268920704099302,0.0008863407184233897,0.01820795343652154,0.001762490212369852,0.001711015541380521,0.5028911435664725,0.5180202616442934,0.019015053301625156,0.018459706323993057,1.067156663667798,1.0992613037647847,0.08685623226342597,0.08431953960677785,1.0671566636677983,1.0992613037647847,0.000947708225299184,0.0009331449494805764,0.010172341839509923,0.01011969900131773,0.09316519639737571,0.09221074158026514,0.007742909448693639,0.0025942604100360122,0.010297367380524109,positive_oriented_carrier_moment
