kappa_env_calibrated,canonical_kappa_scale,candidate_window_min,candidate_window_max,stable_window_min,stable_window_max,holdout_threshold_rmse_candidate,holdout_threshold_maxabs_candidate,holdout_threshold_rmse_stable,holdout_threshold_maxabs_stable,base_holdout_rmse,base_holdout_max_abs_err
430546.4345656163,1.0,0.5,1.0,0.25,1.5,0.08,0.18,0.1,0.22,0.0694542033431657,0.1248712638192654
