R_star,best_cut_D,best_left_window,best_right_window,best_left_lambda_min,best_left_core_floor_abs,best_left_induced_floor,best_right_lambda_min,best_right_core_floor_abs,best_right_induced_floor,best_overall_induced_floor,required_parity_floor_global,required_parity_floor_local,best_over_required_global,best_over_required_local,global_threshold_closed,local_threshold_closed
1.35,11.0,"[4,11]","[12,20]",0.4797845413058086,0.000134704338969,6.462905948414383e-05,0.4267087139650012,0.0003259189500029,0.00013907245601256098,6.462905948414383e-05,6.0042027977992e-05,5.820963881830761e-05,1.0763970115705148,1.11028105990957,1,1
