max_overlap_identity_residual_abs,min_barrier_abs_share,max_barrier_abs_share,min_tail_abs_share,max_tail_abs_share,all_barrier_core_lower_bounds_zero
6.938893903907228e-18,0.04046756282837819,0.10451354947278377,0.8954864505272162,0.9595324371716217,1
