D,strict_cap,required_global,required_local,source_potential_mass,physical_trace_required_global_after_source,physical_trace_required_local_after_source,boundary_lift_mass,boundary_lift_adjoint_mass,adjoint_representation_resid_abs,physical_trace_mass,physical_trace_mass_from_edge_summary,physical_trace_resid_vs_edge_summary_abs,physical_trace_over_required_global_after_source,physical_trace_over_required_local_after_source,physical_plus_source_over_required_global,physical_plus_source_over_required_local,physical_boundary_defect_sum,physical_average_poisson_weight,outer_wall_mass,bottom_edge_mass,lower_corner_mass,axis_mass,outer_bottom_mass,outer_bottom_over_required_global_after_source,outer_bottom_right_corner_mass,outer_bottom_right_corner_over_required_global_after_source,remaining_gap_after_outer_bottom_right_corner,lower_left_corner_mass,outer_wall_share_of_physical,bottom_edge_share_of_physical,lower_corner_share_of_physical,preferred_parent_side_route
11.0,0.18,0.14532157043371163,0.1410773596158427,0.011225272657607257,0.13409629777610438,0.12985208695823544,0.14180532314422278,0.1418053231442228,2.7755575615628914e-17,0.13459947765481273,0.1345994776548124,3.3306690738754696e-16,1.0037523771129646,1.0365599876581437,1.003462527119729,1.0336509749651153,622.9084883966603,0.00021608226595413074,0.08203772597707418,0.047879530044903626,0.004682221632834921,6.482520081499992e-18,0.1299172560219778,0.9688355172854647,0.13403057910428656,0.9995099143458267,6.571867181781599e-05,0.0005688985505261594,0.6094951288552853,0.3557185427397656,0.03478632840494908,physical_boundary_adjoint_poisson_trace_plus_source
