D,eta,parent_blockdet_k11,parent_blockdet_k_bg,parent_blockdet_k22,parent_blockdet_c_parent,parent_blockdet_det_ratio,parent_blockdet_schur_norm,parent_blockdet_action,parent_blockdet_action_residual,parent_blockdet_coeff_share,parent_blockdet_tree_share,eymh_parented_prefactor_diag,parent_proxy_x,parent_proxy_g_schur,parent_proxy_y,parent_proxy_mix_norm_sq,parent_proxy_rank1_residual_abs,parent_proxy_lambda1,parent_proxy_lambda2,parent_proxy_lambda1_residual_abs,parent_proxy_lambda2_formula,parent_proxy_lambda2_residual_abs,parent_proxy_g,parent_proxy_active,omega1,delta_micro,tau_env,Szz_0,Sxx_delta,parent_proxy_Omega1,parent_proxy_Omega2,parent_proxy_r_on_shell,parent_proxy_q_on_shell,parent_proxy_q_single_pole,parent_proxy_delta_q_abs,parent_proxy_gap_separator,parent_proxy_eps_delta_factor
12.0,0.2,1.502567924724998,1.324701506182844,2.2018194050882944,0.663936233528539,2.4974556144772007,1.6621249351734222,0.9152724594015472,1.1102230246251563e-16,0.444868181082686,0.5551318189173142,0.0457444364275039,0.5025679247249979,1.6621249351734222,0.6621249351734222,0.3327627545787806,0.0,1.0,2.16469285989842,0.0,2.16469285989842,0.0,1.4712895227991056,True,1.8379915777816809,0.3581076515471522,0.5440721340012481,1.0881442680024962,1.048347709446824,1.8379915777816809,2.7042177513831844,0.19483639417943444,0.9634271302749896,0.9634271302749895,1.1102230246251565e-16,0.019338560972347985,0.47123206032904763
12.8,0.2,1.5279606669354249,1.114287005200122,1.9059583976837793,0.6465070427840429,2.6135362351758338,1.7104735034951577,0.9607041836914604,5.551115123125784e-16,0.4412741779156786,0.558725822084322,0.0392926289711688,0.5279606669354249,1.7104735034951577,0.7104735034951577,0.37510206474525126,1.1102230246251565e-16,0.9999999999999999,2.2384341704305823,1.1102230246251565e-16,2.2384341704305823,0.0,1.4961397563164287,True,,,,,,,,,,,,,
13.6,0.2,1.5316649359830974,1.115277557945059,1.7972738537376562,0.6021573855258117,2.468283632642407,1.6115036485170575,0.9035230235251286,0.0,0.4718809882017123,0.5281190117982878,0.0396211797225291,0.5316649359830974,1.6115036485170575,0.6115036485170575,0.3251150481422519,0.0,1.0,2.143168584500155,0.0,2.143168584500155,0.0,1.4639564831306138,True,,,,,,,,,,,,,
14.4,0.2,1.5288677337858356,1.195999582362392,1.8918082519709032,0.6066224148878697,2.4183324455975557,1.5817800272422495,0.8830782305821943,2.220446049250313e-16,0.4807359115624801,0.51926408843752,0.0396849667542082,0.5288677337858356,1.5817800272422495,0.5817800272422495,0.3076846845694703,5.551115123125783e-17,0.9999999999999999,2.110647761028085,1.1102230246251565e-16,2.110647761028085,0.0,1.4528068560645235,True,,,,,,,,,,,,,
15.2,0.2,1.526691794633058,1.2635129579283289,2.0816055557919326,0.6564165282385889,2.5151860151088345,1.647474640232387,0.9223467630865432,-2.220446049250313e-16,0.4587246203079724,0.5412753796920273,0.0417258105506857,0.526691794633058,1.647474640232387,0.647474640232387,0.34101958024338946,5.551115123125783e-17,1.0,2.174166434865445,0.0,2.174166434865445,0.0,1.4745054882452777,True,,,,,,,,,,,,,
16.0,0.2,1.5223665031335394,1.3217878591111365,2.1085905614525933,0.6410923305407153,2.4285649300316874,1.595256414951911,0.8873005191280174,5.551115123125784e-16,0.4736456533347527,0.5263543466652478,0.0435062525324147,0.5223665031335394,1.595256414951911,0.5952564149519111,0.31094201194623683,5.551115123125783e-17,0.9999999999999999,2.1176229180854502,1.1102230246251565e-16,2.1176229180854502,0.0,1.4552054556266103,True,1.8640207880637063,0.3135959776662465,0.5364747037176406,1.0729494074352812,1.0434170977946018,1.8640207880637063,2.7125332201917187,0.16823630920554344,0.9724755804551196,0.9724755804551197,1.1102230246251565e-16,0.014335031465031012,0.4791886004478044
16.8,0.2,1.510781394996514,1.3729068193667715,2.205333321105453,0.6520643908312672,2.426804575731303,1.6063241073583003,0.8865754025841881,1.1102230246251563e-16,0.4654166988025848,0.5345833011974154,0.0426372294501484,0.5107813949965141,1.6063241073583003,0.6063241073583003,0.3096990733764888,5.551115123125783e-17,1.0,2.117105502354814,0.0,2.117105502354814,0.0,1.4550276637764707,True,,,,,,,,,,,,,
17.6,0.2,1.53334510636259,1.2679119024066776,1.946628624197221,0.6016562491767586,2.3541489508478253,1.5353027450111023,0.8561792824725557,0.0,0.4992548892628967,0.5007451107371033,0.0407600933091185,0.53334510636259,1.5353027450111023,0.5353027450111023,0.2855010994741328,5.551115123125783e-17,0.9999999999999999,2.0686478513736923,1.1102230246251565e-16,2.0686478513736923,0.0,1.438279476101113,True,,,,,,,,,,,,,
18.4,0.2,1.0,1.20297833384972,1.20297833384972,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0586804347402074,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,False,,,,,,,,,,,,,
19.200000000000003,0.2,1.0,1.2685122027208124,1.2685122027208124,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0580670617382019,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,False,,,,,,,,,,,,,
