D,rho_anchor,zeta_anchor,single_lobe_positive_positive_overlap,single_lobe_same_center_positive_mass,single_lobe_mirror_positive_mass,weighted_mirror_positive_avg_given_same_center,weighted_same_center_avg_given_mirror_positive,same_center_route_factorization_residual_abs,mirror_route_factorization_residual_abs,required_half_global,required_half_local,required_mirror_positive_mass_global,required_mirror_positive_mass_local,required_same_center_positive_mass_global,required_same_center_positive_mass_local,required_weighted_same_center_avg_global,required_weighted_same_center_avg_local,required_weighted_mirror_avg_global,required_weighted_mirror_avg_local,mirror_mass_over_required_global,mirror_mass_over_required_local,same_center_mass_over_required_global,same_center_mass_over_required_local,weighted_same_center_over_required_global,weighted_same_center_over_required_local,weighted_mirror_over_required_global,weighted_mirror_over_required_local,phiR_positive_on_phiL_positive_support,min_phiR_on_phiL_positive_support,preferred_parent_side_route
11.0,0.7,1.21,0.010165905574776991,0.6585044210936768,0.15538482480942128,0.015437869889913497,0.06542405661071102,0.0,1.734723475976807e-18,0.009507526650812578,0.009229853161996529,0.14532157043371163,0.1410773596158427,0.6158574154731299,0.5978708997947285,0.06118697023646622,0.059399965043670754,0.014438060468936573,0.014016387538700395,1.0692481807461611,1.1014157426289959,1.0692481807461611,1.1014157426289957,1.0692481807461611,1.1014157426289959,1.0692481807461611,1.1014157426289957,1,0.0077871024723240095,single_lobe_mirror_positive_mass
