edge,edge_label,exact_boundary_defect_sum,old_certified_boundary_defect_sum,barrier_flux_sum,direct_flux_floor_sum,direct_flux_floor_minus_old_boundary_floor_sum,exact_product,old_certified_product_floor,barrier_flux_product_with_p_floor,direct_flux_product_with_p_floor,old_b_floor_failure_count,cumulative_old_certified_product,cumulative_barrier_product,cumulative_direct_flux_product,cumulative_direct_over_global_after_source,cumulative_direct_over_local_after_source
outer_rho,out,283.40958247943047,283.33000000000004,283.40944077463934,283.37600000000003,0.04599999999999227,0.08203772597707418,0.08200010379999999,0.08202286270377449,0.08201336300000005,14,0.08200010379999999,0.08202286270377449,0.08201336300000005,0.6116005017299935,0.6315906422541993
bottom,bot,273.8536425117011,273.822,273.8535055848799,273.83500000000004,0.013000000000033651,0.047879530044903626,0.0478595834,0.047865467027878986,0.047862350366666674,2,0.1298596872,0.12988832973165348,0.12987571336666673,0.9685257201023953,1.0001819486231198
corner_rb,rb,63.2852356533649,63.28,63.28520401074702,63.27733333333333,-0.0026666666666699257,0.004113323082308762,0.0041125672,0.004112905408658449,0.004112393893333333,1,0.1339722544,0.13400123514031193,0.13398810726000007,0.999193187896321,1.0318517815050205
corner_lb,lb,2.360027752163762,2.36,2.3600265721498888,2.3600000000000003,4.440892098500626e-16,0.0005688985505261594,0.0005687599999999999,0.0005687664038881231,0.00056876,0,0.1345410144,0.13457000154420004,0.13455686726000007,1.0034346174468194,1.0362318420286756
