max_u_split_resid_abs,max_delta_split_resid_abs,max_plus_minus_sym_resid_abs,max_reconstruction_resid_abs,exact_floor_abs,exact_floor_D,self_pair_at_floor,cross_total_at_floor,cross_mass_at_floor,cross_deriv_at_floor,self_pair_over_exact_at_floor,cross_total_over_exact_at_floor,cross_mass_over_exact_at_floor,cross_deriv_over_exact_at_floor,min_self_pair_abs_share,max_self_pair_abs_share,min_cross_total_abs_share,max_cross_total_abs_share,all_self_pair_same_sign_as_exact,all_cross_total_same_sign_as_exact
8.881784197001252e-15,7.105427357601002e-15,2.608213866419891e-05,3.7947076036992655e-18,6.707950157355848e-05,11.0,6.696747956221352e-05,1.1202201134397446e-07,3.855276560368756e-07,-2.735056446929012e-07,0.998330011274426,0.0016699887255592176,0.005747324398558793,-0.004077335672999576,0.9774319562382012,0.998330011274426,0.0016699887255592176,0.02256804376179817,1,1
