required_kernel_floor,required_gamma_floor,parity_floor_anchor,parity_floor_core,parity_floor_exact,Sxx_global,required_gx_floor_global,required_parity_floor_global,anchor_ratio_over_required_global,core_ratio_over_required_global,exact_ratio_over_required_global,anchor_tightening_factor_global,core_tightening_factor_global,Sxx_local,required_gx_floor_local,required_parity_floor_local,anchor_ratio_over_required_local,core_ratio_over_required_local,exact_ratio_over_required_local,anchor_tightening_factor_local,core_tightening_factor_local,remaining_primary_target
9.147187296962529e-10,0.00039382888770111144,5.64043e-05,5.704e-05,6.707950157359976e-05,1.0149317950893333,3.0021013988996e-05,6.0042027977992e-05,0.9394136390708624,0.9500012228252456,1.1172091255509775,1.0644938059330937,1.0526302240180925,1.0798358803832029,2.9104819409153805e-05,5.820963881830761e-05,0.9689855691435795,0.9799064408910274,1.1523779039924653,1.0320071132574575,1.0205055893812693,single_static_parity_threshold_for_exact_schur_lift
