D,rho_anchor,zeta_anchor,strict_cap,required_global,required_local,source_potential_mass,target_global_after_source,target_local_after_source,edge_point_count,exterior_trace_point_count,missing_flux_component_count,strict_slab_point_count,closed_boundary_flux_identity,closed_exterior_phi_barrier,closed_adjoint_gs_product_barrier,closed_adjoint_gs_point_floor_completion,main_certificate_stage,main_trace_product,main_trace_over_global_after_source,main_trace_gap_over_global_after_source,main_source_completed_total,main_source_completed_over_required_global,main_outer_bottom_product,main_outer_bottom_over_local_after_source,main_outer_bottom_gap_over_local_after_source,optional_point_floor_stage,optional_point_floor_trace_product,optional_point_floor_trace_over_global_after_source,optional_point_floor_total_over_required_global,optional_point_floor_outer_bottom_product,optional_point_floor_outer_bottom_over_local_after_source,product_sweeps,floor_sweeps,min_exterior_phi_barrier_minus_floor,max_exterior_phi_floor_over_exact,gs548_min_point_over_4sig_p_floor,gs859_min_point_over_4sig_p_floor,first_global_sweep_by_rate_audit,first_local_sweep_by_rate_audit,first_point_floor_sweep_by_rate_audit,gs548_alpha_by_rate_audit,gs548_tail_bound_by_rate_audit,gs548_exact_gap_by_rate_audit,gs859_alpha_by_rate_audit,gs859_tail_bound_by_rate_audit,gs859_exact_gap_by_rate_audit,closed_gs_rate_tail_bound,secondary_tightening_1,secondary_tightening_2,no_new_support_object_carrier,roadmap_status
11.0,0.7,1.21,0.18,0.14532157043371163,0.1410773596158427,0.011225272657607257,0.13409629777610438,0.12985208695823544,45,46,46,420,True,True,True,True,O70_GS548_parent_barrier,0.1345329256808323,1.0032560772517147,0.00043662790472792645,0.14575819833843956,1.0030045636268918,0.12985251408265905,1.0000032893150477,4.271244236075944e-07,O70_GS859_point_floor_completion,0.13458547480326316,1.003647953263971,1.0033661694248062,0.12990379279450856,1.0003981902600436,548,859,1.018401060703944e-08,0.9999993359799672,0.9994986028678287,1.0000000332160497,384,548,859,0.9865813608269858,5.334872990490022e-05,5.3347881092041805e-05,0.9865811034998516,7.987593427350412e-07,7.987586611857278e-07,True,closed: O68-O70 compressed into one reviewer lemma,closed: analytic GS increment-rate tail bound for 548/859 sweeps,True,parent_side_closed_editorial_compression_only
