audit,objective,p95_linf,p95_l2,max_linf,max_l2,p95_block11_rel_residual_identifiable,p95_block22_rel_residual,p95_trace_rel_residual,p95_det_rel_residual_identifiable,p95_anisotropy_abs_residual_identifiable,max_block11_rel_residual_identifiable,max_block22_rel_residual,max_trace_rel_residual,max_det_rel_residual_identifiable,max_anisotropy_abs_residual_identifiable,param_m,param_u,param_v,param_q_ss,param_q_bb,param_q_sb,param_p_sys,param_p_spec,param_zeta_sys,param_zeta_spec
family,832.0089066728744,482.36355421595385,591.4998941647498,483.3088127084181,594.4260141219047,342.2907170608609,0.397302497322387,1.2168878109868917,482.36355421595385,5.7404450877503255,345.98834949879085,0.4233267300755268,3.4599238984681504,483.3088127084181,5.898267155113719,0.0,0.125,-0.125,,,,,,,
family,837.4276853924538,486.8212667580944,595.6849131474521,487.47997564465334,598.5310249446829,343.2359973672061,0.4060216797614731,1.2234600499097232,486.8212667580944,5.74093953748219,347.2113881829462,0.432562314328077,3.454695195891105,487.47997564465334,5.898394174681671,0.0,0.125,-0.25,,,,,,,
family,883.1077767470906,518.6891450515529,629.6592030126493,520.6493123948791,632.998773066912,356.92777350058026,0.4417848380913407,1.3101116183113355,518.6891450515529,5.738961738554731,359.94861944924844,0.467548893760265,3.7051182385347263,520.6493123948791,5.897886096409866,0.05,0.125,0.25,,,,,,,
family,888.9013319459234,523.4813906763245,634.1681455765336,525.142074493107,637.4193379445776,357.91282703258565,0.4507815228011167,1.3168765259255562,523.4813906763245,5.739456188286596,361.22086425290416,0.4770714237364568,3.6996020468481534,525.142074493107,5.898013115977816,0.05,0.125,0.125,,,,,,,
family,894.7422293368514,528.317986026765,638.7210400618856,529.6735309992285,641.8778901391228,358.9007690492538,0.4598343693015666,1.3236892535125149,528.317986026765,5.739950638018461,362.49759337026336,0.4866557428479432,3.6940923320410657,529.6735309992285,5.898140135545768,0.05,0.125,0.0,,,,,,,
family,900.6308903731148,533.1993429771538,643.3183132802372,534.2440151730895,646.3747682936161,359.89160850028276,0.4689437283290624,1.330550079598834,533.1993429771538,5.7404450877503255,363.77882260730087,0.4963022520278004,3.6885890864962434,534.2440151730895,5.898267155113719,0.05,0.125,-0.125,,,,,,,
family,906.5677403788958,538.1258772398686,647.9603957982881,538.8538631447715,650.9103139281572,360.8853543643169,0.4781099528113029,1.337459284416884,538.1258772398686,5.74093953748219,365.0645678257032,0.5060113548106517,3.6830923026054494,538.8538631447715,5.898394174681671,0.05,0.125,-0.25,,,,,,,
family,956.307674461724,573.3453295505732,685.26967639109,575.5116494929788,688.8340774630115,375.27912287138423,0.5157067274786119,1.428553573733149,573.3453295505732,5.738961738554731,378.45485090382374,0.5427917345287749,3.946354809203228,575.5116494929788,5.897886096409866,0.1,0.125,0.25,,,,,,,
family,962.6565474212524,578.6415800473462,690.2710306249062,580.4769195057729,693.7191682576441,376.3146811779647,0.5251646820772077,1.4356653255776337,578.6415800473462,5.739456188286596,379.7923250934216,0.5528024950571198,3.940555796321066,580.4769195057729,5.898013115977816,0.1,0.125,0.125,,,,,,,
family,969.0575803012748,583.9868445711528,695.321108738783,585.4849534528632,698.6463593002588,377.35327606498333,0.5346816779430597,1.4428273491772865,583.9868445711528,5.739950638018461,381.1345135124029,0.5628782127174699,3.9347635923950985,585.4849534528632,5.898140135545768,0.1,0.125,0.0,,,,,,,
family,975.5112383633526,589.3815783134689,700.4203806033548,590.536119643339,703.6160244045288,378.3949169409991,0.5442580837951778,1.4500399373390962,589.3815783134689,5.740445087750326,382.4814327771324,0.5730193089991795,3.928978189417567,590.536119643339,5.89826715511372,0.1,0.125,-0.125,,,,,,,
family,982.0179911453278,594.8262407075247,705.5693202319341,595.6307895583923,708.6285405565683,379.43961324500145,0.5538942706562515,1.4573033846632542,594.8262407075247,5.74093953748219,383.8330995625425,0.5832262081265354,3.9231995793901495,595.6307895583923,5.898394174681671,0.1,0.125,-0.25,,,,,,,
normal_coordinate,661.0398244859414,657.3194797861868,657.3221267380327,659.5052406430615,659.5079471010737,1.0,0.8599671856596443,0.8603775140950175,1.0,657.3194797861868,1.0,0.8850989325672693,0.8868222424635975,1.0,659.5052406430615,,,,,,,,,-0.25,-0.25
normal_coordinate,661.040001980894,657.3197362156083,657.3223830631304,659.5054449094156,659.5081513625693,1.0,0.859927705174295,0.8603380601114767,1.0,657.3197362156083,1.0,0.8850974249092338,0.886820757417728,1.0,659.5054449094156,,,,,,,,,-0.25,-0.125
normal_coordinate,661.0401794496188,657.3199926450297,657.3226393881984,659.5056491757697,659.5083556240648,1.0,0.8598882115713086,0.8602985930177149,1.0,657.3199926450297,1.0,0.8850959172314158,0.8868192723523727,1.0,659.5056491757697,,,,,,,,,-0.25,0.0
normal_coordinate,661.040356892107,657.3202490744513,657.322895713237,659.5058534421238,659.5085598855603,1.0,0.8598487048462957,0.8602591128093455,1.0,657.3202490744513,1.0,0.8850944095338149,0.8868177872675312,1.0,659.5058534421238,,,,,,,,,-0.25,0.125
normal_coordinate,661.0405343083497,657.3205055038728,657.3231520382461,659.506057708478,659.5087641470559,1.0,0.8598091849948657,0.8602196194819797,1.0,657.3205055038728,1.0,0.8850929018164311,0.8868163021632036,1.0,659.506057708478,,,,,,,,,-0.25,0.25
family,290132.4436942723,184392.63957472512,212427.540580539,185560.67020806027,214411.99867780323,105473.93036320014,0.7233789612488675,253.6714650092327,184392.63957472512,11.478912376572731,107419.7124746932,0.7862576257037095,864.9167795820101,185560.67020806027,11.796026231955643,-0.1,0.25,0.25,,,,,,,
family,292123.34431736346,186092.7653702003,214048.57287838773,187158.84050942076,215985.3244961099,105764.87999793905,0.7341347872320787,253.48540761056853,186092.7653702003,11.479406826304595,107798.34099932767,0.7978481709034551,863.9183213569723,187158.84050942076,11.796153251523592,-0.1,0.25,0.125,,,,,,,
family,294130.8318425009,187808.6227964069,215685.3343156771,188770.77522834283,217572.27724971328,106056.68460384944,0.7449577693151076,253.299583199155,187808.6227964069,11.47990127603646,108178.30408557854,0.8095139240329499,862.9210144259347,188770.77522834283,11.796280271091543,-0.1,0.25,0.0,,,,,,,
family,296155.0550031725,189540.35793302476,217337.9742626344,190396.59291238704,219172.97688533587,106349.34683458525,0.7558483269776006,253.11399150974225,189540.35793302476,11.480395725768329,108559.60643740903,0.8212553730962171,861.9248574613633,190396.59291238704,11.796407290659497,-0.1,0.25,-0.125,,,,,,,
family,298196.1639025488,191288.11822081928,219006.6434185635,192036.413130118,220787.54436722593,106642.8693523943,0.7668068823205547,252.92863227738673,191288.11822081928,11.48089017550019,108942.25277536277,0.8330730092638081,860.9298491372558,192036.413130118,11.796534310227448,-0.1,0.25,-0.25,,,,,,,
family,314946.2530203179,203785.48793610907,231998.61615048838,205076.36142349255,234114.74509720269,110881.7456831062,0.8117384900634703,266.72875023594435,203785.48793610907,11.478912376572731,112927.29017676436,0.8778410125835723,909.3132822415758,205076.36142349255,11.796026231955643,-0.05,0.25,0.25,,,,,,,
family,317130.8657530226,205664.41752233845,233796.0842450934,206842.61276268837,235854.45146191973,111187.61262460836,0.8230457790372704,266.5331534704618,205664.41752233845,11.479406826304595,113325.33140097612,0.8900258177433051,908.2636319686547,206842.61276268837,11.796153251523592,-0.05,0.25,0.125,,,,,,,
family,319333.7637485186,207560.73324934617,235610.96210491942,208624.07613587752,237609.24416096823,111494.37837259137,0.8344236672777545,266.3378016377417,207560.73324934617,11.47990127603646,113724.77561124144,0.902289686825801,907.2151920178392,208624.07613587752,11.796280271091543,-0.05,0.25,0.0,,,,,,,
family,321555.1112396912,209474.59656014593,237443.41430104623,210420.88255837624,239379.2555902858,111802.04571676484,0.8458725957717498,266.14269445893433,209474.59656014593,11.480395725768329,114125.62775270104,0.9146331328555852,906.1679609935318,210420.88255837624,11.796407290659497,-0.05,0.25,-0.125,,,,,,,
family,323795.07397269626,211406.170401984,239293.6068748284,212233.16417388504,241164.61926957962,112110.617455873,0.8573930082618345,265.94783165551263,211406.170401984,11.48089017550019,114527.89278792594,0.9270566721860616,905.121937501744,212233.16417388504,11.796534310227448,-0.05,0.25,-0.25,,,,,,,
family,342077.5646247018,225217.8999637616,253596.14762035955,226644.5358009327,255856.2965694489,116566.82562346292,0.904628308795667,280.45549679192385,225217.8999637616,11.478912376572731,118717.24742599687,0.9741199801185956,955.9860422677584,226644.5358009327,11.796026231955643,0.0,0.25,0.25,,,,,,,
family,344475.4587917023,227294.4382995742,255588.99133992457,228596.54541502407,257780.15194200783,116888.37469840106,0.9165153348721944,280.24987156582745,227294.4382995742,11.479406826304595,119135.6966601768,0.9869295135979956,954.8825752745332,228596.54541502407,11.796153251523592,0.0,0.25,0.125,,,,,,,
family,346893.51283685275,229390.1912925525,257601.09889410925,230565.36692668957,259720.70524160686,117210.86866261378,0.9284765799172116,280.0445038304647,229390.1912925525,11.47990127603646,119555.62081304348,0.999822164694163,953.7803806579552,230565.36692668957,11.796280271091543,0.0,0.25,0.0,,,,,,,
family,349331.9081151886,231505.3373648205,259632.6516520105,232551.1451302468,261678.1026137875,117534.31044884212,0.9405125075274252,279.8393932926891,231505.3373648205,11.480395725768329,119977.02508328042,1.012798472734953,952.6794569508723,232551.1451302468,11.796407290659497,0.0,0.25,-0.125,,,,,,,
family,351790.82765367994,233640.05660093552,261683.83260982245,234554.02606707023,263652.49144556886,117858.70299932505,0.9526235841965804,279.634539659693,233640.05660093552,11.48089017550019,120399.91468789504,1.0258589805477731,951.5798026878256,234554.02606707023,11.796534310227448,0.0,0.25,-0.25,,,,,,,
family,371755.13150804536,248904.37844093787,277435.32239433954,250481.05487886383,279853.21696752636,122543.38584534706,1.0022806903764336,294.88602869350433,248904.37844093787,11.478912376572731,124804.06213136784,1.0753352758770909,1005.0517658713784,250481.05487886383,11.796026231955643,0.05,0.25,0.25,,,,,,,
family,374387.89335868345,251199.3082199472,279644.4583097775,252638.3591361618,281980.8493397196,122881.421093896,1.014777177312555,294.66986083662334,251199.3082199472,11.479406826304595,125243.96571656188,1.088801568182045,1003.8917229155958,252638.3591361618,11.796153251523592,0.05,0.25,0.125,,,,,,,
family,377042.88437312224,253515.47347925685,281874.90372158086,254814.24341373623,284126.959335137,123220.44967722852,1.0273516885050524,294.45396367230836,253515.47347925685,11.47990127603646,125685.4198411408,1.1023552396351066,1002.7330175726062,254814.24341373623,11.796280271091543,0.05,0.25,0.0,,,,,,,
family,379720.3048215893,255853.07140580929,284126.85856784147,257008.86773405617,286291.70828876976,123560.4746784506,1.0400047113197437,294.23833689238273,255853.07140580929,11.480395725768329,126128.4299703303,1.1159968572160608,1001.5756483000348,257008.86773405617,11.796407290659497,0.05,0.25,-0.125,,,,,,,
family,382420.3568215741,258212.30102382033,286400.5245877517,259222.39349780153,288475.2589074485,123901.499190653,1.052736736168021,294.0229801890263,258212.30102382033,11.48089017550019,126573.00158861956,1.1297269915836718,1000.4196135572872,259222.39349780153,11.796534310227448,0.05,0.25,-0.25,,,,,,,
family,404230.99674988247,275081.9856055378,303753.8952873341,276824.48255194875,306344.7829225372,128826.37086236452,1.1049398166245754,310.056429786968,275081.9856055378,11.478912376572731,131202.95450012086,1.181739990819148,1056.6331429186391,276824.48255194875,11.796026231955643,0.1,0.25,0.25,,,,,,,
family,407122.4394676504,277618.2752563246,306202.42356903345,279208.6724785551,308697.87439279084,129181.7375487203,1.11807701214676,309.8291787670636,277618.2752563246,11.479406826304595,131665.41242442752,1.195896714694697,1055.4136232886704,279208.6724785551,11.796153251523592,0.1,0.25,0.125,,,,,,,
family,410038.3956514207,280178.03374237084,308674.5187004358,281613.39650322846,311071.40889371553,129538.1484992231,1.1312962323144895,309.60221231842957,280178.03374237084,11.47990127603646,132129.50038597334,1.2101452977430776,1054.1955098523688,281613.39650322846,11.796280271091543,0.1,0.25,0.0,,,,,,,
family,412979.086467836,282761.47898895055,311170.4011511516,284038.83147814765,313465.5645435673,129895.60695505312,1.1445979894813614,309.3755301170892,282761.47898895055,11.480395725768329,132595.2241301921,1.2244863360137497,1052.978800988281,284038.83147814765,11.796407290659497,0.1,0.25,-0.125,,,,,,,
family,415944.73512454046,285368.8309518391,313690.2933847878,286485.15577865025,315880.5209767651,130254.11616788722,1.1579827992026963,309.1491318394397,285368.8309518391,11.48089017550019,133062.58942276868,1.2389204294237786,1051.7634950768236,286485.15577865025,11.796534310227448,0.1,0.25,-0.25,,,,,,,
generator_affinity,8.818934666853284e+71,5.32838022355382e+71,6.368936974358462e+71,7.644053263768797e+71,9.19419950585263e+71,3.4887991193860417e+71,0.6120977366445006,1.7553239134210797e+68,5.32838022355382e+71,164.20641076268987,5.108986090086333e+71,0.7110952249209492,3.922421537158272e+68,7.644053263768797e+71,164.7116155436053,,,,0.0625,-0.125,0.125,,,,
generator_affinity,8.82011140110559e+71,5.329421902917303e+71,6.369882430750657e+71,7.645591199435047e+71,9.195618755540308e+71,3.4889341181702207e+71,0.6123124861008182,1.755380018066303e+68,5.329421902917303e+71,164.2062825479791,5.109239094175517e+71,0.7111064508305973,3.922615780922281e+68,7.645591199435047e+71,164.7115134104282,,,,0.0625,-0.0625,0.125,,,,
generator_affinity,8.821288345333891e+71,5.330463786240512e+71,6.370828093963081e+71,7.647129444524546e+71,9.197038314589026e+71,3.4890691229684355e+71,0.6125272711327961,1.7554361249421022e+68,5.330463786240512e+71,164.20615433326833,5.109492110793958e+71,0.7111176768138951,3.9228100343056203e+68,7.647129444524546e+71,164.71141127725113,,,,0.0625,0.0,0.125,,,,
generator_affinity,8.822465499578303e+71,5.331505873563347e+71,6.371773964037583e+71,7.64866799909933e+71,9.198458183063678e+71,3.4892041337809077e+71,0.6127420917463842,1.7554922340485563e+68,5.331505873563347e+71,164.20602611855756,5.109745139942137e+71,0.7111289028708425,3.923004297308658e+68,7.64866799909933e+71,164.71130914407408,,,,0.0625,0.0625,0.125,,,,
generator_affinity,8.823642863878949e+71,5.332548164925706e+71,6.372720041016023e+71,7.650206863221443e+71,9.199878361029158e+71,3.4893391506078575e+71,0.612956947947534,1.755548345385743e+68,5.332548164925706e+71,164.2058979038468,5.109998181620522e+71,0.7111401290014405,3.9231985699317574e+68,7.650206863221443e+71,164.711207010897,,,,0.0625,0.125,0.125,,,,
generator_affinity,9.5815468231476e+71,5.80708598932054e+71,6.924925326247838e+71,8.43487249911226e+71,1.0120580927756973e+72,3.7725773072361803e+71,0.6241787720446975,1.883526590881003e+68,5.80708598932054e+71,164.26833267668457,5.592769063879467e+71,0.7143216422740042,4.293845675383827e+68,8.43487249911226e+71,164.79411605195116,,,,0.0625,-0.125,0.0625,,,,
generator_affinity,9.582829855476525e+71,5.808222006756328e+71,6.925958040598618e+71,8.436569542658276e+71,1.0122148385161679e+72,3.7727242613876375e+71,0.6243954394182091,1.8835873325604703e+68,5.808222006756328e+71,164.2682044619738,5.593046025573642e+71,0.7143328893510716,4.2940583125871863e+68,8.436569542658276e+71,164.79401391877408,,,,0.0625,-0.0625,0.0625,,,,
generator_affinity,9.584113116951125e+71,5.809358246766558e+71,6.926990980650591e+71,8.438266927639071e+71,1.0123716184098676e+72,3.772871222107898e+71,0.6246121426876483,1.8836480766697232e+68,5.809358246766558e+71,164.26807624726302,5.593323000983499e+71,0.7143441365019272,4.294270960320756e+68,8.438266927639071e+71,164.793911785597,,,,0.0625,0.0,0.0625,,,,
generator_affinity,9.585396607615205e+71,5.810494709394794e+71,6.928024146449402e+71,8.439964654123098e+71,1.0125284324639508e+72,3.773018189397204e+71,0.6248288818590195,1.883708823208848e+68,5.810494709394794e+71,164.26794803255223,5.593599990109569e+71,0.7143553837265715,4.294483618584937e+68,8.439964654123098e+71,164.79380965241995,,,,0.0625,0.0625,0.0625,,,,
generator_affinity,9.58668032751258e+71,5.811631394684607e+71,6.929057538040704e+71,8.441662722178824e+71,1.0126852806855719e+72,3.7731651632557964e+71,0.6250456569383271,1.8837695721779295e+68,5.811631394684607e+71,164.26781981784148,5.593876992952362e+71,0.7143666310250052,4.294696287380129e+68,8.441662722178824e+71,164.79370751924287,,,,0.0625,0.125,0.0625,,,,
generator_affinity,1.0413259718739948e+72,6.330597996942627e+71,7.531805733089865e+71,9.307506321744573e+71,1.1140602357320814e+72,4.0806399638544663e+71,0.6363640075800209,2.0217579428544479e+68,6.330597996942627e+71,164.33025459067926,6.122362686127151e+71,0.7175541433147381,4.700440916243227e+68,9.307506321744573e+71,164.87661656029704,,,,0.0625,-0.125,0.0,,,,
generator_affinity,1.041465902195196e+72,6.331837238756937e+71,7.532934037618144e+71,9.30937893375317e+71,1.1142333491400805e+72,4.0807999594718856e+71,0.6365826101121755,2.0218237231365415e+68,6.331837238756937e+71,164.3301263759685,6.122665874033273e+71,0.7175654115991374,4.700673688607803e+68,9.30937893375317e+71,164.87651442711996,,,,0.0625,-0.0625,0.0,,,,
generator_affinity,1.041605857529516e+72,6.333076723524499e+71,7.534062588517009e+71,9.311251922519846e+71,1.1144065002524184e+72,4.080959962264592e+71,0.6368012488634097,2.0218895060658276e+68,6.333076723524499e+71,164.32999816125772,6.122969076953854e+71,0.7175766799574645,4.700906472499723e+68,9.311251922519846e+71,164.87641229394288,,,,0.0625,0.0,0.0,,,,
generator_affinity,1.0417458378817389e+72,6.334316451292899e+71,7.5351913858362555e+71,9.313125288120138e+71,1.1145796890769816e+72,4.0811199722328485e+71,0.6370199238397815,2.021955291642399e+68,6.334316451292899e+71,164.32986994654698,6.123272294889464e+71,0.7175879483897192,4.701139267919424e+68,9.313125288120138e+71,164.87631016076585,,,,0.0625,0.0625,0.0,,,,
generator_affinity,1.0418858432566504e+72,6.33555642210972e+71,7.536320429625682e+71,9.314999030629592e+71,1.1147529156216583e+72,4.081279989376918e+71,0.6372386350473497,2.0220210798663496e+68,6.33555642210972e+71,164.3297417318362,6.123575527840674e+71,0.717599216895902,4.701372074867345e+68,9.314999030629592e+71,164.87620802758877,,,,0.0625,0.125,0.0,,,,
generator_affinity,1.1320558604562765e+72,6.903244793443354e+71,8.194405454620999e+71,1.027041889944782e+72,1.2263757202770829e+72,4.4151429607577054e+71,0.6486543729503161,2.1708503617041567e+68,6.903244793443354e+71,164.39217650467398,6.702104884424009e+71,0.7207927395144673,5.1455377014961e+68,1.027041889944782e+72,164.9591170686429,,,,0.0625,-0.125,-0.0625,,,,
generator_affinity,1.1322085114314984e+72,6.904597008465566e+71,8.195638498590619e+71,1.0272485243439384e+72,1.226566909598309e+72,4.4153171842313184e+71,0.6488749280377726,2.1709216180987992e+68,6.904597008465566e+71,164.39204828996318,6.702436781969234e+71,0.720804029046187,5.145792515671863e+68,1.0272485243439384e+72,164.95901493546583,,,,0.0625,-0.0625,-0.0625,,,,
generator_affinity,1.1323611897176573e+72,6.905949488755931e+71,8.19687181156291e+71,1.0274552003166725e+72,1.2267581405435914e+72,4.4154914155432645e+71,0.64909551967037,2.1709928773779236e+68,6.905949488755931e+71,164.39192007525244,6.702768695950678e+71,0.7208153186519737,5.146047342466522e+68,1.0274552003166725e+72,164.95891280228878,,,,0.0625,0.0,-0.0625,,,,
generator_affinity,1.1325138953199798e+72,6.907302234366426e+71,8.198105393592208e+71,1.0276619178713185e+72,1.2269494131216242e+72,4.4156656546938346e+71,0.649316147854221,2.1710641395416307e+68,6.907302234366426e+71,164.39179186054167,6.703100626368965e+71,0.7208266083318273,5.14630218188056e+68,1.0276619178713185e+72,164.9588106691117,,,,0.0625,0.0625,-0.0625,,,,
generator_affinity,1.1326666282436945e+72,6.908655245349037e+71,8.199339244732849e+71,1.0278686770162126e+72,1.2271407273411038e+72,4.4158399016833165e+71,0.6495368125954394,2.1711354045900237e+68,6.908655245349037e+71,164.3916636458309,6.703432573224713e+71,0.7208378980857486,5.146557033914452e+68,1.0278686770162126e+72,164.95870853593462,,,,0.0625,0.125,-0.0625,,,,
generator_affinity,1.2310552818843493e+72,7.529782775831838e+71,8.918021473641793e+71,1.1332950064584405e+72,1.3500503940130396e+72,4.778438334462167e+71,0.6610508062114036,2.3317085494868345e+68,7.529782775831838e+71,164.45409841866868,7.336744355835321e+71,0.7240374423661375,5.632781840959476e+68,1.1332950064584405e+72,165.04161757698878,,,,0.0625,-0.125,-0.125,,,,
generator_affinity,1.2312218528539416e+72,7.531258660951912e+71,8.919369305047891e+71,1.1335230183195142e+72,1.350261545660381e+72,4.778628081828769e+71,0.6612733314074267,2.3317857587331457e+68,7.531258660951912e+71,164.4539702039579,7.337107681608885e+71,0.7240487531852413,5.63306078414196e+68,1.1335230183195142e+72,165.0415154438117,,,,0.0625,-0.0625,-0.125,,,,
generator_affinity,1.231388453650997e+72,7.532734835780216e+71,8.920717430243028e+71,1.1337510760551798e+72,1.3504727432583115e+72,4.778817837758631e+71,0.6614958934775886,2.331862971122954e+68,7.532734835780216e+71,164.45384198924714,7.337471025375058e+71,0.7240600640785513,5.633339741138261e+68,1.1337510760551798e+72,165.04141331063465,,,,0.0625,0.0,-0.125,,,,
generator_affinity,1.2315550842812261e+72,7.534211300373542e+71,8.9220658492865e+71,1.1339791796746336e+72,1.350683986816417e+72,4.779007602252064e+71,0.661718492428057,2.331940186656371e+68,7.534211300373542e+71,164.45371377453637,7.337834387134515e+71,0.7240713750460686,5.633618711948896e+68,1.1339791796746336e+72,165.04131117745757,,,,0.0625,0.0625,-0.125,,,,
generator_affinity,1.231721744750343e+72,7.53568805478871e+71,8.92341456223763e+71,1.1342073291870753e+72,1.3508952763442857e+72,4.779197375309389e+71,0.6619411282650007,2.3320174053335075e+68,7.53568805478871e+71,164.4535855598256,7.338197766887947e+71,0.7240826860877929,5.633897696574395e+68,1.1342073291870753e+72,165.0412090442805,,,,0.0625,0.125,-0.125,,,,
generator_affinity,5.6339310806772495e+143,3.9387615327537595e+143,4.287775810667276e+143,7.1175705648131235e+143,7.774673900617064e+143,1.694455216396449e+143,1.6406827298280633,7.143315270402391e+139,3.9387615327537595e+143,328.53640892394736,3.1282163844183694e+143,1.938937255510767,2.4016865778796136e+140,7.1175705648131235e+143,329.58802783754777,,,,0.125,-0.125,0.125,,,,
generator_affinity,5.634786542393371e+143,3.939542158504343e+143,4.288522464974348e+143,7.119002575456236e+143,7.776047223134778e+143,1.6945300244159581e+143,1.6410301220808017,7.143594730701994e+139,3.939542158504343e+143,328.5362807092366,3.1283712980398996e+143,1.9389565368713904,2.401805512735723e+140,7.119002575456236e+143,329.5879257043707,,,,0.125,-0.0625,0.125,,,,
generator_affinity,5.635642162520822e+143,3.940322939122233e+143,4.289269276350353e+143,7.120434874210928e+143,7.777420836766781e+143,1.6946048359782355e+143,1.6413775718469026,7.143874203520339e+139,3.940322939122233e+143,328.5361524945258,3.1285262193329675e+143,1.9389758183585115,2.4019244534816515e+140,7.120434874210928e+143,329.58782357119367,,,,0.125,0.0,0.125,,,,
generator_affinity,5.636497941090579e+143,3.9411038746382234e+143,4.290016244826368e+143,7.121867461135161e+143,7.7787947415716835e+143,1.6946796510834707e+143,1.641725079135985,7.144153688858159e+139,3.9411038746382234e+143,328.5360242798151,3.1286811482979523e+143,1.938995099972133,2.4020434001176902e+140,7.121867461135161e+143,329.58772143801656,,,,0.125,0.0625,0.125,,,,
generator_affinity,5.6373538781336365e+143,3.941884965083111e+143,4.290763370433474e+143,7.123300336286916e+143,7.780168937608111e+143,1.6947544697318528e+143,1.64207264395767,7.144433186716187e+139,3.941884965083111e+143,328.53589606510434,3.1288360849352364e+143,1.939014381712255,2.4021623526441328e+140,7.123300336286916e+143,329.5876193048395,,,,0.125,0.125,0.125,,,,
generator_affinity,6.1624341707483015e+143,4.3179819065522265e+143,4.695116853447963e+143,7.853922277358857e+143,8.568013685352185e+143,1.8436794528825708e+143,1.6602781747611886,7.728113135042459e+139,4.3179819065522265e+143,328.59833083794206,3.4244352032674643e+143,1.944478874716185,2.6291084291584528e+140,7.853922277358857e+143,329.6705283458936,,,,0.125,-0.125,0.0625,,,,
generator_affinity,6.16337204655235e+143,4.318838059714242e+143,4.695936322341178e+143,7.855502437357123e+143,8.569529940253445e+143,1.8437611450951416e+143,1.6606286679604902,7.728417429664762e+139,4.318838059714242e+143,328.5982026232313,3.4246047860564533e+143,1.9444981924334743,2.6292386262606055e+140,7.855502437357123e+143,329.67042621271656,,,,0.125,-0.0625,0.0625,,,,
generator_affinity,6.164310096152986e+143,4.319694382796781e+143,4.696755963543037e+143,7.857082915273692e+143,8.571046516388138e+143,1.8438428411824092e+143,1.660979219190904,7.728721737962301e+139,4.319694382796781e+143,328.5980744085205,3.424774377243419e+143,1.9445175102774996,2.6293688298102987e+140,7.857082915273692e+143,329.6703240795395,,,,0.125,0.0,0.0625,,,,
generator_affinity,6.165248319584214e+143,4.320550875833643e+143,4.697575777087639e+143,7.858663711172525e+143,8.572563413820912e+143,1.8439245411445783e+143,1.661329828462136,7.72902605993587e+139,4.320550875833643e+143,328.5979461938098,3.4249439768287754e+143,1.944536828248263,2.6294990398078527e+140,7.858663711172525e+143,329.6702219463624,,,,0.125,0.0625,0.0625,,,,
generator_affinity,6.166186716880046e+143,4.32140753885863e+143,4.69839576300909e+143,7.860244825117594e+143,8.574080632616426e+143,1.8440062449818567e+143,1.661680495783894,7.729330395586263e+139,4.32140753885863e+143,328.59781797909903,3.425113584812938e+143,1.9445561463457652,2.629629256253587e+140,7.860244825117594e+143,329.67011981318535,,,,0.125,0.125,0.0625,,,,
normal_coordinate,6.73978681985168e+143,4.732718450513266e+143,5.140388305703578e+143,8.662967392934195e+143,9.439121185715555e+143,2.0062321157496583e+143,1.6793351248387842,8.362535887563295e+139,4.732718450513266e+143,328.6605091813583,3.7483324860480392e+143,1.9499922352175956,2.8777804073951564e+140,8.662967392934195e+143,329.7532331205937,,,,,,,,,0.125,-0.25
generator_affinity,6.7418430564734185e+143,4.73459619916653e+143,5.142186802651353e+143,8.666453613223407e+143,9.44246822856661e+143,2.0064105374445894e+143,1.680042193256035,8.363198623003691e+139,4.73459619916653e+143,328.66025275193675,3.7487037405049926e+143,1.950030943121687,2.878065437820381e+140,8.666453613223407e+143,329.7530288542395,,,,0.125,-0.125,0.0,,,,
normal_coordinate,6.7418430564734185e+143,4.73459619916653e+143,5.142186802651353e+143,8.666453613223407e+143,9.44246822856661e+143,2.0064105374445894e+143,1.680042193256035,8.363198623003691e+139,4.73459619916653e+143,328.66025275193675,3.7487037405049926e+143,1.950030943121687,2.878065437820381e+140,8.666453613223407e+143,329.7530288542395,,,,,,,,,0.125,-0.125
generator_affinity,6.742871460771205e+143,4.735535353121379e+143,5.14308633463928e+143,8.668197249440167e+143,9.444142281550775e+143,2.006499754648512e+143,1.6803958152753595,8.363530013132368e+139,4.735535353121379e+143,328.660124537226,3.748889381522467e+143,1.950050297264195,2.8782079636194886e+140,8.668197249440167e+143,329.75292672106247,,,,0.125,-0.0625,0.0,,,,
generator_affinity,6.743900055776419e+143,4.736474693544306e+143,5.143986055686242e+143,8.669941236465626e+143,9.445816689002258e+143,2.006588976090292e+143,1.6807494958482092,8.363861418200681e+139,4.736474693544306e+143,328.65999632251527,3.7490750317331434e+143,1.950069651533679,2.878350496476673e+140,8.669941236465626e+143,329.7528245878854,,,,0.125,0.0,0.0,,,,
normal_coordinate,6.743900055776419e+143,4.736474693544306e+143,5.143986055686242e+143,8.669941236465626e+143,9.445816689002258e+143,2.006588976090292e+143,1.6807494958482092,8.363861418200681e+139,4.736474693544306e+143,328.65999632251527,3.7490750317331434e+143,1.950069651533679,2.878350496476673e+140,8.669941236465626e+143,329.7528245878854,,,,,,,,,0.125,0.0
generator_affinity,6.744928841526386e+143,4.737414220472409e+143,5.144885965829653e+143,8.67168557437036e+143,9.447491450992364e+143,2.006678201770154e+143,1.6811032349843766,8.364192838209492e+139,4.737414220472409e+143,328.65986810780447,3.749260691137475e+143,1.9500890059301388,2.8784930363922816e+140,8.67168557437036e+143,329.7527224547083,,,,0.125,0.0625,0.0,,,,
