max_abs_gx_localized_offdiag_residual,max_abs_gx_parity_diag_residual,max_abs_gz_parity_offdiag_residual,gx_floor,gx_floor_D,parity_diag_contrast_floor,parity_diag_contrast_floor_D,gamma_mix_floor_D,gx_argmin_aligns_with_contrast,gx_argmin_aligns_with_gamma_mix,parity_diag_contrast_over_2_equals_gx_floor,parity_diag_contrast_floor_over_gamma_mix_floor,Sxx_at_gx_floor,gamma_mix_from_parity_contrast_floor,gamma_mix_exact_floor,gamma_mix_reconstruction_from_parity_contrast_residual_abs
0.0,1.0015317568334847e-16,2.1751806085490433e-18,3.3539750786780116e-05,11.0,6.707950157359976e-05,11.0,11.0,1,1,1.0000000000005893,0.1282603478149861,1.0798358803832029,0.0005229948516157213,0.0005229948516151,6.213562650514426e-16
