max_factor_resid_abs,mirror_mean_floor_abs,mirror_mean_floor_D,self_mean_floor_abs,self_mean_floor_D,mir_self_ratio_min,mir_self_ratio_min_D,mir_self_ratio_max,mir_self_ratio_max_D,floors_align_same_D,induced_lower_bound_abs,exact_over_induced_lower_bound
6.938893903907228e-18,0.02432292467547498,20.0,0.069958609318068,20.0,0.347675931705423,20.0,0.7085093154357227,4.0,1,0.024322924675474977,1.0000000000000002
