D,rho_anchor,zeta_anchor,strict_cap,strict_slab_point_count,edge_point_count,product_sweeps,floor_sweeps,required_global,required_local,source_potential_mass,target_global_after_source,target_local_after_source,first_global_sweep,first_local_sweep,first_both_sweep,first_point_floor_sweep,exact_flux_product,exact_flux_product_over_global_after_source,exact_total_with_source_over_required_global,exact_outer_bottom_product,exact_outer_bottom_over_local_after_source,product_sweep_alpha,product_sweep_tail_factor,product_sweep_flux_tail_bound,product_sweep_exact_flux_gap,product_sweep_tail_bound_valid,floor_sweep_alpha,floor_sweep_tail_factor,floor_sweep_flux_tail_bound,floor_sweep_exact_flux_gap,floor_sweep_tail_bound_valid,product_sweep_direct_route_valid,floor_sweep_point_floor_valid,all_checkpoint_tail_bounds_valid,certificate_route,roadmap_status
11.0,0.7,1.21,0.18,420,45,548,859,0.14532157043371163,0.1410773596158427,0.011225272657607257,0.13409629777610438,0.12985208695823544,384,548,548,859,0.13458627356192435,1.003653909868847,1.0033716659155116,0.12990457224258778,1.0004041928441954,0.9865813608269858,73.52320515563653,5.334872990490022e-05,5.3347881092041805e-05,True,0.9865811034998516,73.52177606325098,7.987593427350412e-07,7.987586611857278e-07,True,True,True,True,componentwise_gs_increment_subeigenvector_tail_bound,secondary_tightening_gs_rate_closed_no_new_object
