n_rows,D_min,D_max,worst_delta_q_gap_abs,worst_delta_q_gap_D,worst_delta_q_gap_component,max_abs_tau_gap_lock_residual,analytic_g_floor,exact_family_g_floor,u_neighborhood_upper,lifted_g_floor,heff_loewner_factor,all_canonical_unique_admissible,min_selection_gap_over_tol,operator_env_bound,exact_operator_max_linf,operator_env_worst_D,p95_half_radius,max_half_radius,p95_half_over_env,max_half_over_env,envelope_matches_chart_max_resid,lifted_g_consistency_resid,heff_consistency_resid,remaining_primary_target,closed_block_1,closed_block_2,closed_block_3
17.0,4.0,20.0,4.440892098500626e-16,11.0,delta_q_parent_log_vs_gap,1.1102230246251565e-16,1.3375010684862083,1.3537138088886351,0.005339670483838254,1.3339253813607472,0.9946603295161618,1.0,689.6954635787151,3.6280835047364235e-07,3.6280835047364235e-07,13.0,4.807894288725e-05,5.028831744105e-05,132.51884314262188,138.60848951078208,0.0,0.0,0.0,exact_schur_lift_of_neighborhood_detdeficit_budget,delta_q_side,family_chart_transfer,exact_operator_witness_envelope
