edge,edge_label,point_count,direct_flux_sum,exact_flux_product,gs_product_sweep_flux_product,gs_floor_sweep_flux_product,old_4sig_floor_flux_product,cumulative_product_sweep_flux_product,cumulative_floor_sweep_flux_product,cumulative_old_4sig_floor_flux_product,cumulative_product_over_global_after_source,cumulative_product_over_local_after_source
outer_rho,out,33,283.37600000000003,0.08202818365565125,0.08199779182602047,0.08202772861063744,0.08201336300000005,0.08199779182602047,0.08202772861063744,0.08201336300000005,0.6114843823871197,0.6314707275547567
bottom,bot,10,273.83500000000004,0.04787638858693653,0.04785472225663858,0.04787606418387113,0.047862350366666674,0.12985251408265905,0.12990379279450856,0.12987571336666673,0.968352715445351,1.0000032893150477
corner_rb,rb,1,63.27733333333333,0.004112809458632496,0.00411187981546935,0.004112795539385515,0.004112393893333333,0.1339643938981284,0.13401658833389407,0.13398810726000007,0.9990163495923189,1.031669163247377
corner_lb,lb,1,2.3600000000000003,0.000568891860704091,0.0005685317827039042,0.0005688864693690713,0.00056876,0.1345329256808323,0.13458547480326313,0.13455686726000007,1.0032560772517147,1.0360474662536796
