D,rho_anchor,zeta_anchor,strict_cap,boundary_defect_sig_figs,exterior_phi_sig_figs,poisson_weight_sig_figs,phi_barrier_theta,required_global,required_local,source_potential_mass,target_global_after_source,target_local_after_source,edge_point_count,exterior_trace_point_count,missing_flux_component_count,trace_halo_point_count,min_exterior_phi_exact,max_exterior_phi_exact,max_phi_floor_over_exact,min_phi_barrier_minus_floor,min_phi_exact_minus_barrier,min_trace_rhs,max_trace_rhs,min_parent_outside_flux,max_parent_outside_flux,min_trace_halo_phi,min_trace_diag,max_trace_offdiag,min_trace_diagonal_margin,min_comparison_expected,max_comparison_expected,max_comparison_agreement_abs,exact_boundary_defect_sum,old_certified_boundary_defect_floor_sum,barrier_flux_sum,direct_flux_floor_sum,direct_flux_minus_old_boundary_floor_sum,old_pointwise_b_floor_fail_count,old_pointwise_b_floor_valid_under_4sig_phi,exact_edge_product_sum,old_certified_edge_sum,barrier_flux_product_with_p_floor_sum,direct_flux_product_with_p_floor_sum,direct_flux_product_over_global_after_source,direct_flux_product_over_local_after_source,direct_flux_gap_over_global_after_source,direct_total_with_source,direct_total_over_required_global,direct_total_over_required_local,direct_outer_bottom_product,direct_outer_bottom_over_local_after_source,trace_floor_certificate_valid,trace_comparison_certificate_valid,direct_flux_route_valid,certificate_route
11.0,0.7,1.21,0.18,4,4,4,0.9999995,0.14532157043371163,0.1410773596158427,0.011225272657607257,0.13409629777610438,0.12985208695823544,45,46,46,93,0.013149469513557796,0.07080083256491293,0.9999993359799672,1.018401060703944e-08,6.574734756625844e-09,0.008238069547748798,0.1608130807739067,4.716529277736357,113.67422960823666,0.010992183851527752,83.33333333333333,-16.666666666666668,66.66666666666666,2.3606768348855824e-06,5.688879116379014e-05,1.8785794859803306e-14,622.9084883966602,622.792,622.9081769424162,622.8483333333334,0.05633333333332757,17,False,0.13459947765481273,0.1345410144,0.13457000154420004,0.13455686726000007,1.0034346174468194,1.0362318420286756,0.0004605694838956953,0.14578213991760733,1.0031693125977177,1.0333489392952624,0.12987571336666673,1.0001819486231198,True,True,True,four_sig_exterior_phi_barrier_direct_flux_product
