R_star,lambda_star,rho_box_opt,zeta_box_opt,anchor_floor_abs_opt,rho_box_canonical,zeta_box_canonical,anchor_floor_abs_canonical,self_core_exact_floor_abs,self_core_exact_floor_D,core_floor_over_anchor_floor,all_anchor_same_sign_as_core,all_shell_same_sign_as_core,max_shell_abs_share_of_core,induced_self_pair_floor_from_anchor,self_pair_exact_floor_abs,exact_total_floor_abs,self_pair_exact_floor_over_induced,exact_total_floor_over_induced
1.35,0.4262685412881964,0.6900000000000002,1.2100000000000002,0.0001323211313169622,0.7,1.21,0.0001323211313169622,0.00013381238686795827,11.0,1.0112699728014258,1,1,0.6953778869632149,5.6404335628085366e-05,6.696747956221355e-05,6.707950157355751e-05,1.187275389675337,1.1892614428766832
