edge,edge_label,point_id,rho,z_rel,direct_flux_floor,poisson_exact,poisson_exact_resid_vs_exterior_detail_abs,poisson_floor_4sig,gs_product_sweep_poisson,gs_floor_sweep_poisson,product_sweep_over_4sig_floor,floor_sweep_over_4sig_floor,product_sweep_over_exact,floor_sweep_over_exact,product_sweep_flux_product,floor_sweep_flux_product,old_4sig_floor_flux_product,product_sweep_point_floor_valid,floor_sweep_point_floor_valid
outer_rho,out,11,0.69,-0.875,10.922,0.0003357724320899454,0.0,0.0003357,0.0003356369024132044,0.00033577040285406173,0.9998120417432362,1.0002097195533564,0.9995963644903858,0.9999939565143242,0.0036658262481570184,0.0036672843399720625,0.0036665154,False,True
outer_rho,out,12,0.69,-0.8449999999999989,10.646,0.00034346637727250865,5.421010862427522e-20,0.0003434,0.0003433254983386694,0.0003434642679450422,0.9997830469967076,1.0001871518492784,0.999589831951069,0.9999938587075591,0.0036550432553134745,0.0036565205965429196,0.0036558364,False,True
outer_rho,out,13,0.69,-0.8150000000000013,10.356000000000002,0.0003496079015337638,0.0,0.0003496,0.000349462816458614,0.00034960572923023675,0.9996075985658296,1.0000163879583432,0.9995850063041674,0.9999937864575785,0.0036190369272454076,0.0036205169319083325,0.0036204576000000003,False,True
outer_rho,out,14,0.69,-0.7850000000000001,10.054,0.0003542922850030291,0.0,0.0003542,0.000354144153550711,0.0003542900670882055,0.9998423307473491,1.0002542831400494,0.9995818947840853,0.9999937398726488,0.0035605653197988488,0.003562032334504818,0.0035611268,False,True
outer_rho,out,15,0.69,-0.754999999999999,9.738000000000001,0.0003575900474188261,5.421010862427522e-20,0.00035749999999999996,0.00035744003695888674,0.0003575878013713138,0.9998322712136692,1.0002455982414373,0.9995804959868929,0.999993718931697,0.0034807510799056396,0.003482190009753854,0.003481335,False,True
outer_rho,out,16,0.69,-0.7250000000000014,9.41,0.00035954975846159325,1.0842021724855044e-19,0.0003595,0.0003593990349894978,0.00035954750173939666,0.9997191515702303,1.000132132793871,0.9995807994066235,0.9999937234773673,0.0033819449192511743,0.0033833419913677225,0.0033828950000000003,False,True
outer_rho,out,17,0.69,-0.6950000000000003,9.072000000000001,0.00036019987126089856,5.421010862427522e-20,0.00036009999999999997,0.0003600495905494423,0.00036019762116893224,0.9998600126338304,1.0002710946096425,0.9995827852160796,0.9999937532127414,0.0032663698854645405,0.0032677128192445536,0.0032668272,False,True
outer_rho,out,18,0.69,-0.6649999999999991,8.722000000000001,0.0003595497584615932,0.0,0.0003595,0.00035940105740874765,0.00035954753202213803,0.9997247772148752,1.0001322170295912,0.9995864242727299,0.99999380770143,0.0031346960227190976,0.0031359735742970884,0.0031355590000000004,False,True
outer_rho,out,19,0.69,-0.6350000000000016,8.362000000000002,0.000357590047418826,5.421010862427522e-20,0.00035749999999999996,0.0003574440356551817,0.0003575878612458725,0.9998434563781308,1.0002457657227204,0.999591678334735,0.9999938863708057,0.00298894702614863,0.0029901496957379864,0.0029894150000000005,False,True
outer_rho,out,20,0.69,-0.6050000000000004,7.992000000000001,0.00035429228500302896,5.421010862427522e-20,0.0003542,0.0003541500368191791,0.0003542901551814118,0.9998589407656102,1.0002545318504004,0.9995985004758187,0.9999939885182171,0.00283036709425888,0.0028314869202098435,0.0028307664000000003,False,True
outer_rho,out,21,0.69,-0.5749999999999993,7.614,0.0003496079015337638,0.0,0.0003496,0.00034947044818472913,0.00034960584350394243,0.9996294284460215,1.0000167148282106,0.9996068356909794,0.9999941133200584,0.0026608679924785277,0.0026618988924390174,0.0026618543999999997,False,True
outer_rho,out,22,0.69,-0.5450000000000017,7.2280000000000015,0.00034346637727250876,5.421010862427522e-20,0.0003434,0.00034333469971267305,0.00034346440572179403,0.9998098419122686,1.000187553062883,0.9996166216883254,0.9999942598436261,0.0024816232095232014,0.002482560724557128,0.0024820952000000006,False,True
outer_rho,out,23,0.69,-0.5150000000000006,6.834000000000001,0.00033577243208994555,0.0,0.0003357,0.0003356474541879795,0.00033577056085091426,0.9998434738992539,1.0002101902023064,0.9996277898659275,0.9999944270617465,0.002293814701920652,0.0022946560128551483,0.0022941738000000003,False,True
outer_rho,out,24,0.69,-0.48499999999999943,6.432,0.00032640194325505786,5.421010862427522e-20,0.00032639999999999996,0.0003262845255339947,0.00032640018521182945,0.9996462179350329,1.000000567438203,0.9996402664766877,0.9999946138702152,0.0020986620682346543,0.002099405991282487,0.0020994048,False,True
outer_rho,out,25,0.69,-0.45500000000000185,6.024,0.000315196122230767,1.0842021724855044e-19,0.00031509999999999996,0.0003150870561737958,0.00031519448923375093,0.9999589215290251,1.000299870624408,0.9996539739886413,0.999994819108165,0.0018980844263909457,0.0018987316031441157,0.0018981623999999998,False,True
outer_rho,out,26,0.69,-0.4250000000000007,5.612,0.00030195320534894503,0.0,0.00030189999999999997,0.00030185320830663977,0.00030195170813859356,0.9998450092965876,1.0001712757157788,0.999668832651769,0.9999950415815267,0.0016940002050168624,0.001694552986073787,0.0016942627999999998,False,True
outer_rho,out,27,0.69,-0.3949999999999996,5.194000000000001,0.00028641645752900834,5.421010862427522e-20,0.00028639999999999997,0.0002863261682586579,0.00028641510566903324,0.9997422076070459,1.0000527432577977,0.9996847622824143,0.999995280089745,0.0014871781179354696,0.001487640058844959,0.0014875616,False,True
outer_rho,out,28,0.69,-0.365000000000002,4.774000000000001,0.0002682565093051988,0.0,0.0002682,0.0002681764841676845,0.0002682553111256329,0.999912319790024,1.0002062308934858,0.9997016842658485,0.9999955334557623,0.0012802745354165259,0.0012806508553137718,0.0012803868000000004,False,True
outer_rho,out,29,0.69,-0.33500000000000085,4.348000000000001,0.00024704467295650836,0.0,0.000247,0.00024697538279083134,0.0002470436355069125,0.999900335185552,1.0001766619713057,0.9997195237409988,0.9999958005587272,0.001073848964374535,0.001074145727184056,0.001073956,False,True
outer_rho,out,30,0.69,-0.3049999999999997,3.9200000000000004,0.00022221138313902505,2.710505431213761e-20,0.00022219999999999998,0.0002221532108291664,0.00022221051215206102,0.9997894276740164,1.0000473094152162,0.9997382118366895,0.9999960803674783,0.0008708405864503324,0.0008710652076360793,0.000871024,False,True
outer_rho,out,31,0.69,-0.27500000000000213,3.492,0.00019297922380516404,0.0,0.0001929,0.00019293246254849244,0.00019297852367067083,1.0001682869284212,1.0004070693140013,0.9997576876113938,0.9999963719695861,0.0006737201592193356,0.0006738810046579825,0.0006736068,True,True
outer_rho,out,32,0.69,-0.245000000000001,3.06,0.00015825098174840327,0.0,0.0001582,0.00015821583402938908,0.0001582504554980331,1.000100088681347,1.000318934880108,0.9997778988880456,0.9999966745838518,0.0004841404521299306,0.00048424639382398126,0.000484092,True,True
outer_rho,out,33,0.69,-0.21499999999999986,2.628,0.00011641532697777708,1.3552527156068805e-20,0.0001164,0.0001163919042453542,0.00011641497628016575,0.9999304488432492,1.0001286622007366,0.9997988002694238,0.9999969875305904,0.00030587792435679084,0.0003059385576642756,0.0003058992,False,True
bottom,bot,1,0.09,-1.205,7.072000000000001,0.00023926183745211872,0.0,0.0002392,0.00023911308362886506,0.00023925961020788348,0.9996366372444192,1.0002492065546968,0.999378280193625,0.999990691184775,0.001691007727423334,0.0016920439633901522,0.0016916224000000002,False,True
bottom,bot,2,0.15,-1.205,11.760000000000002,0.00023562414872796682,0.0,0.00023559999999999998,0.00023548187083566042,0.000235622018445934,0.9994986028678287,1.0000934569012478,0.9993961659147651,0.9999909589825816,0.002769266801027367,0.0027709149369241843,0.0027706560000000002,False,True
bottom,bot,3,0.21,-1.205,16.410333333333334,0.000230040101486152,5.421010862427522e-20,0.00022999999999999998,0.00022990674960878595,0.00023003810485064358,0.9995945635164607,1.000165673263668,0.9994203103002279,0.9999913204893603,0.0037728463966633804,0.0037750019799673447,0.0037743766666666666,False,True
bottom,bot,4,0.27,-1.205,21.006,0.00022234615576069913,5.421010862427522e-20,0.00022229999999999998,0.00022222391167631727,0.0002223443254387706,0.9996577223406086,1.0001993946863277,0.9994502082396539,0.9999917681422363,0.00466803548867272,0.0046705649001668155,0.0046696338,False,True
bottom,bot,5,0.32999999999999996,-1.205,25.531000000000002,0.00021230395116237608,5.421010862427522e-20,0.00021229999999999998,0.00021219467316436778,0.00021230231497764413,0.9995038773639557,1.0000109042752905,0.9994852757218601,0.9999922931969801,0.005417542200559474,0.005420290403694233,0.0054202313,False,True
bottom,bot,6,0.39,-1.205,29.973666666666674,0.00019957597915330337,5.421010862427522e-20,0.0001995,0.00019948115730259507,0.00019957455941595212,0.9999055503889478,1.0003737314082812,0.9995248834498491,0.9999928862313127,0.005979181715268885,0.005981981319080612,0.005979746500000002,False,True
bottom,bot,7,0.44999999999999996,-1.205,34.315000000000005,0.00018368222640462856,0.0,0.0001836,0.0001836029494115429,0.0001836810394155438,1.0000160643330223,1.0004413911521994,0.9995684013927889,0.9999935378119702,0.006300335209057095,0.006303014867544386,0.006300234000000001,True,True
bottom,bot,8,0.51,-1.205,38.53900000000001,0.00016391791856111887,2.710505431213761e-20,0.0001639,0.00016385485311114372,0.00016391697430234164,0.9997245461326646,1.0001035649929326,0.9996152620132762,0.9999942394413892,0.006314802184050369,0.006317196272637946,0.006316542100000001,False,True
bottom,bot,9,0.57,-1.205,42.635999999999996,0.00013918094568190917,2.710505431213761e-20,0.0001391,0.0001391343286148639,0.00013918024769953821,1.0002467909048447,1.0005769065387362,0.9996650614290852,0.9999949850723636,0.005932131234823337,0.005934089040917511,0.005930667599999999,True,True
bottom,bot,10,0.63,-1.205,46.592000000000006,0.00010755038797575565,2.710505431213761e-20,0.0001075,0.00010752003131637666,0.00010754993345527026,1.0001863378267597,1.000464497258328,0.9997177447710758,0.9999957738833495,0.005009573299092622,0.005010966499547953,0.005008640000000001,True,True
corner_rb,rb,1,0.69,-1.205,63.27733333333333,6.499656736428783e-05,0.0,6.499e-05,6.49818757975897e-05,6.49963473922023e-05,0.9998749930387706,1.0000976672134527,0.9997739639600383,0.9999966156353411,0.00411187981546935,0.004112795539385515,0.004112393893333333,False,True
corner_lb,lb,1,0.03,-1.205,2.3600000000000003,0.00024105587317969955,5.421010862427522e-20,0.00024099999999999998,0.0002409032977558916,0.00024105358871570812,0.999598745875069,1.0002223598162163,0.9993670536967411,0.999990523093417,0.0005685317827039042,0.0005688864693690713,0.00056876,False,True
