edge,edge_label,point_id,rho,z_rel,direct_flux_floor,poisson_exact,poisson_exact_resid_vs_exterior_detail_abs,poisson_floor_4sig,gs_product_sweep_poisson,gs_floor_sweep_poisson,product_sweep_over_4sig_floor,floor_sweep_over_4sig_floor,product_sweep_over_exact,floor_sweep_over_exact,product_sweep_flux_product,floor_sweep_flux_product,old_4sig_floor_flux_product,product_sweep_point_floor_valid,floor_sweep_point_floor_valid
outer_rho,out,1,0.69,-1.1750000000000007,12.8,0.00011641532697777702,1.3552527156068805e-20,0.0001164,0.00011638625271062133,0.00011641489165821039,0.9998818961393585,1.000127935207993,0.9997502539578723,0.9999962606335614,0.001489744034695953,0.001490110613225093,0.00148992,False,True
outer_rho,out,2,0.69,-1.1450000000000014,12.692,0.00015825098174840322,2.710505431213761e-20,0.0001582,0.0001582079388766992,0.0001582503372815536,1.0000501825328647,1.00031818762044,0.9997280088172062,0.9999959275649193,0.002007975160223066,0.002008513280777478,0.0020078744,True,True
outer_rho,out,3,0.69,-1.1150000000000002,12.564,0.00019297922380516393,0.0,0.0001929,0.00019292272709355468,0.0001929783778985296,1.0001178180070227,1.0004063136263845,0.9997072394090138,0.9999956165922027,0.002423881143203421,0.0024245803399171257,0.0024235956,True,True
outer_rho,out,4,0.69,-1.0850000000000009,12.418000000000001,0.00022221138313902497,5.421010862427522e-20,0.00022219999999999998,0.00022214204275563794,0.0002222103449285649,0.9997391663170025,1.0000465568342256,0.9996879530543957,0.9999953278250403,0.002758559886939512,0.002759408063322919,0.0027592796,False,True
outer_rho,out,5,0.69,-1.0549999999999997,12.254000000000001,0.0002470446729565082,0.0,0.000247,0.0002469631885528752,0.00024704345291799777,0.9998509658011142,1.0001759227449303,0.999670163284001,0.9999950614660262,0.003026286912526933,0.003027270472057145,0.003026738,False,True
outer_rho,out,6,0.69,-1.0250000000000004,12.072000000000001,0.00026825650930519863,0.0,0.0002682,0.0002681636634951431,0.00026825511915658544,0.9998645171332702,1.0002055151252254,0.9996538916789157,0.9999948178382817,0.0032372717457133677,0.0032383757984583,0.0032377104000000006,False,True
outer_rho,out,7,0.69,-0.995000000000001,11.874,0.00028641645752900806,5.421010862427522e-20,0.00028639999999999997,0.0002863131088241469,0.0002864149101246324,0.9996966090228594,1.000052060491035,0.9996391663183297,0.9999945973622152,0.0033996818541779206,0.0034008906428198856,0.0034007136,False,True
outer_rho,out,8,0.69,-0.9649999999999999,11.658,0.0003019532053489447,1.0842021724855044e-19,0.00030189999999999997,0.0003018402806118098,0.00030195151456653696,0.9998021881808873,1.0001706345363928,0.9996260190813197,0.9999944005151202,0.0035188539913724786,0.0035201507568166875,0.0035195501999999994,False,True
outer_rho,out,9,0.69,-0.9350000000000023,11.428,0.00031519612223076675,1.0842021724855044e-19,0.00031509999999999996,0.00031507460870940204,0.0003151943028521787,0.9999194183097495,1.0002992791246548,0.999614482816271,0.9999942277887964,0.003600672628331047,0.0036020404929946984,0.0036009628,False,True
outer_rho,out,10,0.69,-0.9050000000000011,11.182,0.00032640194325505765,5.421010862427522e-20,0.00032639999999999996,0.0003262728802652734,0.0003264000108417186,0.9996105400284112,1.0000000332160497,0.9996045887824773,0.999994079651243,0.003648383347126287,0.0036498049212320975,0.0036498048,False,True
