kappa_env_calibrated,ratio_anchor_target,ratio_anchor_pred,ratio_anchor_abs_err,D_ref,kappa_src_micro_csv,micro_source_csv,target_source_csv,target_definition
236329.2612913031,0.127530149580544,0.1294544273895904,0.0019242778090463875,12.0,236329.2612913031,/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_micro_D4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20.csv,/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_geometry_D4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20.csv,single-point anchor: ratio_proxy_to_baseline at D_ref from geometry profile
