zeta_cut_opt,max_split_resid_abs,all_mass_inner_same_sign_as_diag,diag_floor_abs,diag_floor_D,mass_inner_net_floor_abs,mass_inner_net_floor_D,max_nu_diag_int_pm_m,max_nu_diag_int_pm_m_D,P_mass_inner_floor_abs,P_mass_inner_floor_D,max_adverse_derivative_over_P_mass_inner,max_adverse_derivative_over_P_mass_inner_D,max_adverse_outer_over_P_mass_inner,max_adverse_outer_over_P_mass_inner_D,num_derivative_uplift_knots,num_adverse_derivative_knots,num_outer_uplift_knots,num_adverse_outer_knots,derivative_uplift_at_mass_floor,outer_uplift_at_mass_floor,adverse_derivative_loss_at_mass_floor,adverse_outer_loss_at_mass_floor,mass_floor_aligns_with_diag_floor,diag_floor_over_mass_inner_net_floor
1.2000000000000004,4.336808689942018e-19,1,0.00016555573881248136,11.0,7.924400386814172e-05,11.0,0.9578123083576875,11.0,0.0012552030327483696,20.0,0.36073398533145173,7.0,0.007310171727136852,14.0,1,16,1,11,8.382898238594454e-05,2.48275255839503e-06,0.0,0.0,1,2.0891894746756905
