all_positive_kernel_everywhere,max_factor_resid_abs,min_kernel_min,min_kernel_min_D,min_weighted_kernel_avg,min_weighted_kernel_avg_D,max_weighted_kernel_avg,max_weighted_kernel_avg_D,carrier_neg_moment_floor_abs,carrier_neg_moment_floor_D,N_mass_band_floor_abs,N_mass_band_floor_D,lower_product_floor_abs,lower_product_floor_D,max_exact_over_lower,max_exact_over_lower_D,max_upper_over_exact,max_upper_over_exact_D,band_floor_over_lower_product_floor
1,0.0,0.018285226678890258,4.0,0.05384603583109349,5.0,0.1007278328918342,18.0,0.008400857666632018,20.0,0.0007374471126037282,19.0,0.0004285233447660226,20.0,3.0278900634504766,4.0,5.705824350066648,5.0,1.7209030070610989
