rho_min,zeta_box,N_mass_subann_floor_abs,min_subann_over_ann_share,mean_subann_over_ann_share,max_cap_over_P_mass_inner
0.15,1.2000000000000002,0.0007733937422596615,1.0,1.0,0.0
0.15,1.1900000000000002,0.0007640277757375738,0.9840612316976599,0.9949227507419433,0.007477259761250819
0.15,1.1800000000000002,0.0007489920546013135,0.9580104471745178,0.9802940522715418,0.019833848577303723
0.15,1.1700000000000002,0.0007433603215593958,0.9479552191604385,0.9755625936380251,0.0244154590977797
0.15,1.1600000000000001,0.0007345755679308565,0.932078635217747,0.9702739953005998,0.03186354667951453
0.15,1.1500000000000001,0.0007193503274907126,0.9052457437664325,0.9551468492690821,0.04445150176619896
0.15,1.1400000000000001,0.000712937369597698,0.8943396318247016,0.9503888312014,0.04956782132281294
0.16,1.1800000000000002,0.0007140680862716481,0.9140783788003753,0.9306711744533471,0.053831864802500344
0.17,1.1800000000000002,0.0007140680862716481,0.9140783788003753,0.9306711744533471,0.053831864802500344
0.18000000000000002,1.1800000000000002,0.0007140680862716481,0.9140783788003753,0.9306711744533471,0.053831864802500344
0.19000000000000003,1.1800000000000002,0.0007140680862716481,0.9140783788003753,0.9306711744533471,0.053831864802500344
0.20000000000000004,1.1800000000000002,0.0007140680862716481,0.9140783788003753,0.9306711744533471,0.053831864802500344
0.16,1.1700000000000002,0.0007086708853337523,0.9056316364060789,0.9261409276111352,0.053831864802500344
0.17,1.1700000000000002,0.0007086708853337523,0.9056316364060789,0.9261409276111352,0.053831864802500344
0.18000000000000002,1.1700000000000002,0.0007086708853337523,0.9056316364060789,0.9261409276111352,0.053831864802500344
0.19000000000000003,1.1700000000000002,0.0007086708853337523,0.9056316364060789,0.9261409276111352,0.053831864802500344
0.20000000000000004,1.1700000000000002,0.0007086708853337523,0.9056316364060789,0.9261409276111352,0.053831864802500344
0.16,1.2000000000000002,0.0007374471126037282,0.94082423669008,0.949541956494723,0.05383186480250046
0.17,1.2000000000000002,0.0007374471126037282,0.94082423669008,0.949541956494723,0.05383186480250046
0.18000000000000002,1.2000000000000002,0.0007374471126037282,0.94082423669008,0.949541956494723,0.05383186480250046
0.19000000000000003,1.2000000000000002,0.0007374471126037282,0.94082423669008,0.949541956494723,0.05383186480250046
0.20000000000000004,1.2000000000000002,0.0007374471126037282,0.94082423669008,0.949541956494723,0.05383186480250046
0.16,1.1900000000000002,0.0007284743160255807,0.9400947126854394,0.9446801098723075,0.05383186480250046
0.17,1.1900000000000002,0.0007284743160255807,0.9400947126854394,0.9446801098723075,0.05383186480250046
0.18000000000000002,1.1900000000000002,0.0007284743160255807,0.9400947126854394,0.9446801098723075,0.05383186480250046
0.19000000000000003,1.1900000000000002,0.0007284743160255807,0.9400947126854394,0.9446801098723075,0.05383186480250046
0.20000000000000004,1.1900000000000002,0.0007284743160255807,0.9400947126854394,0.9446801098723075,0.05383186480250046
0.16,1.1600000000000001,0.0007002563589701742,0.8904243105462217,0.9210775931367986,0.05426977125627051
0.17,1.1600000000000001,0.0007002563589701742,0.8904243105462217,0.9210775931367986,0.05426977125627051
0.18000000000000002,1.1600000000000001,0.0007002563589701742,0.8904243105462217,0.9210775931367986,0.05426977125627051
0.19000000000000003,1.1600000000000001,0.0007002563589701742,0.8904243105462217,0.9210775931367986,0.05426977125627051
0.20000000000000004,1.1600000000000001,0.0007002563589701742,0.8904243105462217,0.9210775931367986,0.05426977125627051
0.15,1.1300000000000001,0.0007048199943573831,0.8786439351780505,0.944868636595011,0.05693105032110219
0.16,1.1500000000000001,0.00068567082690174,0.864720660717523,0.9065937116220416,0.06346279342030199
0.17,1.1500000000000001,0.00068567082690174,0.864720660717523,0.9065937116220416,0.06346279342030199
0.18000000000000002,1.1500000000000001,0.00068567082690174,0.864720660717523,0.9065937116220416,0.06346279342030199
0.19000000000000003,1.1500000000000001,0.00068567082690174,0.864720660717523,0.9065937116220416,0.06346279342030199
0.20000000000000004,1.1500000000000001,0.00068567082690174,0.864720660717523,0.9065937116220416,0.06346279342030199
0.16,1.1400000000000001,0.0006795260514491335,0.854272148175742,0.9020387250712516,0.0683644420867245
0.17,1.1400000000000001,0.0006795260514491335,0.854272148175742,0.9020387250712516,0.0683644420867245
0.18000000000000002,1.1400000000000001,0.0006795260514491335,0.854272148175742,0.9020387250712516,0.0683644420867245
0.19000000000000003,1.1400000000000001,0.0006795260514491335,0.854272148175742,0.9020387250712516,0.0683644420867245
0.20000000000000004,1.1400000000000001,0.0006795260514491335,0.854272148175742,0.9020387250712516,0.0683644420867245
0.15,1.12,0.0006894916901572462,0.8511806851994529,0.9292716356561329,0.06981472176188672
0.15,1.11,0.0006822966690859678,0.8394557162346133,0.9245193531618542,0.07531518685302165
0.16,1.1300000000000001,0.0006717522448873674,0.8392407156352403,0.8967546017186298,0.07541604880796339
0.17,1.1300000000000001,0.0006717522448873674,0.8392407156352403,0.8967546017186298,0.07541604880796339
0.18000000000000002,1.1300000000000001,0.0006717522448873674,0.8392407156352403,0.8967546017186298,0.07541604880796339
0.19000000000000003,1.1300000000000001,0.0006717522448873674,0.8392407156352403,0.8967546017186298,0.07541604880796339
0.20000000000000004,1.1300000000000001,0.0006717522448873674,0.8392407156352403,0.8967546017186298,0.07541604880796339
0.15,1.1,0.000674932599383903,0.8240639916894216,0.9187544703898841,0.08253581522372974
0.16,1.12,0.0006570704412923718,0.8129377723513473,0.8818234297213166,0.0877553924566342
0.17,1.12,0.0006570704412923718,0.8129377723513473,0.8818234297213166,0.0877553924566342
0.18000000000000002,1.12,0.0006570704412923718,0.8129377723513473,0.8818234297213166,0.0877553924566342
0.19000000000000003,1.12,0.0006570704412923718,0.8129377723513473,0.8818234297213166,0.0877553924566342
0.20000000000000004,1.12,0.0006570704412923718,0.8129377723513473,0.8818234297213166,0.0877553924566342
0.16,1.11,0.0006501776083665716,0.8017068112259347,0.8772746698372135,0.09302410658248615
0.17,1.11,0.0006501776083665716,0.8017068112259347,0.8772746698372135,0.09302410658248615
0.18000000000000002,1.11,0.0006501776083665716,0.8017068112259347,0.8772746698372135,0.09302410658248615
0.19000000000000003,1.11,0.0006501776083665716,0.8017068112259347,0.8772746698372135,0.09302410658248615
0.20000000000000004,1.11,0.0006501776083665716,0.8017068112259347,0.8772746698372135,0.09302410658248615
0.16,1.1,0.0006431266886670897,0.7869692594830794,0.8717574705941875,0.09993784674959966
0.17,1.1,0.0006431266886670897,0.7869692594830794,0.8717574705941875,0.09993784674959966
