required_global,required_local,source_potential_mass,target_global_after_source,target_local_after_source,outer_wall_mass,bottom_edge_mass,right_lower_corner_mass,left_lower_corner_mass,axis_mass,outer_bottom_mass,outer_bottom_right_corner_mass,physical_trace_mass_product_sum,physical_trace_mass_reference,physical_trace_product_resid_abs,physical_trace_over_global_after_source,physical_trace_over_local_after_source,outer_bottom_over_global_after_source,outer_bottom_right_corner_over_global_after_source,gap_after_outer_bottom,gap_after_outer_bottom_right_corner,left_corner_over_gap_after_outer_bottom_right_corner,physical_boundary_defect_sum,physical_average_poisson_weight,required_physical_average_poisson_weight,physical_average_weight_over_required,preferred_parent_side_route
0.14532157043371163,0.1410773596158427,0.011225272657607257,0.13409629777610438,0.12985208695823544,0.08203772597707418,0.047879530044903626,0.004113323082308762,0.0005688985505261594,6.482520081499992e-18,0.1299172560219778,0.13403057910428656,0.13459947765481273,0.13459947765481273,0.0,1.0037523771129646,1.0365599876581437,0.9688355172854647,0.9995099143458267,0.004179041754126589,6.571867181781599e-05,8.656574072331358,622.9084883966601,0.00021608226595413082,0.0002152744749413554,1.0037523771129646,outer_bottom_right_corner_plus_left_corner_edge_product
