N_mass_ann_floor_abs,N_mass_ann_floor_D,best_strict_rho_min,best_strict_zeta_box,best_strict_subann_floor_abs,best_strict_subann_floor_D,best_strict_min_subann_over_ann_share,best_strict_min_subann_over_ann_share_D,best_strict_max_cap_over_P_mass_inner,best_strict_max_cap_over_P_mass_inner_D,canonical_rho_min,canonical_zeta_box,canonical_subann_floor_abs,canonical_subann_floor_D,canonical_min_subann_over_ann_share,canonical_min_subann_over_ann_share_D,canonical_max_cap_over_P_mass_inner,canonical_max_cap_over_P_mass_inner_D,annulus_floor_over_canonical_subann_floor
0.0007733937422596615,19.0,0.15,1.2000000000000002,0.0007733937422596615,19.0,1.0,4.0,0.0,4.0,0.15,1.19,0.0007640277757375738,19.0,0.9840612316976599,16.0,0.007477259761250819,16.0,1.0122586728120533
