D,rho_anchor,zeta_anchor,single_lobe_positive_overlap_exact,single_lobe_positive_positive_overlap,single_lobe_negative_negative_completion,positive_overlap_split_residual_abs,A_pp,B_pm,C_mp,D_mm,C_mp_is_zero,required_half_global,required_half_local,pp_over_required_half_global,pp_over_required_half_local,exact_over_required_half_global,exact_over_required_half_local,mm_over_exact,pp_over_exact,phiR_neg_over_pos_L1,phiR_neg_point_fraction,phiL_pos_point_fraction,preferred_parent_side_route
11.0,0.7,1.21,0.010172341839509923,0.010165905574776991,6.436264732931675e-06,2.0328790734103208e-20,0.0050829527873884955,0.00427441641616184,0.0,3.2181323664658377e-06,1,0.009507526650812578,0.009229853161996529,1.0692481807461611,1.1014157426289957,1.0699251459516577,1.1021130738454263,0.0006327220255155874,0.9993672779744843,0.00021300320408540336,0.012345679012345678,0.49382716049382713,single_lobe_positive_positive_overlap
