max_band_mainline_resid_abs,max_nu_reconstruction_resid_abs,band_floor_abs,band_floor_D,nu_mass_inner_max,nu_mass_inner_max_D,mirror_mean_floor_abs,mirror_mean_floor_D,self_mean_floor_abs,self_mean_floor_D,mir_self_ratio_floor_abs,mir_self_ratio_floor_D,closed_multiplier_knots_align,max_core_over_P,max_rim_over_P,max_tail_over_P,max_mainline_over_P
9.6710833785707e-17,5.972999872483342e-14,0.0007374471126037,19.0,0.9578123083577088,11.0,0.0243229246754749,20.0,0.069958609318068,20.0,0.347675931705423,20.0,1,0.0419213889714896,0.0538318648025004,0.0481178356295882,0.813941218954127
