D,exact_V11_minus_V22,max_overlap_identity_residual_abs,barrier_signed_share,barrier_abs_share,tail_abs_share,barrier_core_lower_bound,barrier_core_lower_over_exactabs,barrier_good_deltaV_min_abs
5.0,0.0011678651133358313,6.938893903907228e-18,0.39235176198943356,0.10451354947278377,0.8954864505272162,0.0,0.0,1.7391365061403263e-06
11.0,6.707950157337471e-05,5.204170427930421e-18,5.738443871343744,0.048695823159259,0.9513041768407411,0.0,0.0,1.6865130714194265e-07
18.0,0.0001396883008133095,3.469446951953614e-18,0.8637467013728425,0.04046756282837819,0.9595324371716217,0.0,0.0,4.980671031162842e-08
