cut_D,window_A,A_eta_max,A_lambda_min,A_core_floor_abs,A_induced_floor,A_exact_floor_abs,window_B,B_eta_max,B_lambda_min,B_core_floor_abs,B_induced_floor,B_exact_floor_abs,overall_induced_floor,overall_over_required_global,overall_over_required_local
4.0,"[4,4]",0.4697391020053478,0.5302608979946521,0.0015632818588345,0.000828947242284331,0.0008289472422843,"[5,10]",0.5202154586941914,0.4797845413058086,0.0001544168509239,7.408681799041078e-05,0.0001488439360011,7.408681799041078e-05,1.2339159832770272,1.2727585928107428
5.0,"[4,5]",0.4697391020053478,0.5302608979946521,0.0015632818588345,0.000828947242284331,0.0008289472422843,"[6,10]",0.5202154586941914,0.4797845413058086,0.0001544168509239,7.408681799041078e-05,0.0001488439360011,7.408681799041078e-05,1.2339159832770272,1.2727585928107428
6.0,"[4,6]",0.4697391020053478,0.5302608979946521,0.0001544168509239,8.188121803641355e-05,0.0001488439360011,"[7,10]",0.5202154586941914,0.4797845413058086,0.0007729120764538,0.0003708312660711065,0.0003708312660711,8.188121803641355e-05,1.3637317191622267,1.4066608159516865
7.0,"[4,7]",0.4697391020053478,0.5302608979946521,0.0001544168509239,8.188121803641355e-05,0.0001488439360011,"[8,10]",0.5202154586941914,0.4797845413058086,0.0007729120764538,0.0003708312660711065,0.0003708312660711,8.188121803641355e-05,1.3637317191622267,1.4066608159516865
8.0,"[4,8]",0.4744856719705538,0.5255143280294461,0.0001544168509239,8.114826764969646e-05,0.0001488439360011,"[9,10]",0.5202154586941914,0.4797845413058086,0.0007729120764538,0.0003708312660711065,0.0003708312660711,8.114826764969646e-05,1.3515244301781548,1.3940692520527096
9.0,"[4,9]",0.5202154586941914,0.4797845413058086,0.0001544168509239,7.408681799041078e-05,0.0001488439360011,"[10,10]",0.5073870216082379,0.4926129783917621,0.0013858381982246,0.0006826818823964934,0.0006826818823965,7.408681799041078e-05,1.2339159832770272,1.2727585928107428
