edge,edge_label,exact_product,barrier_product_with_b_floor,certified_product_floor,exact_minus_certified_product,barrier_minus_certified_product,cumulative_barrier_product,cumulative_certified_product,cumulative_certified_over_global_after_source,cumulative_certified_over_local_after_source
outer_rho,out,0.08203772597707418,0.0820148400849721,0.08200010379999999,3.762217707418969e-05,1.4736284972116653e-05,0.0820148400849721,0.08200010379999999,0.6115016235341003,0.6314885322280097
bottom,bot,0.047879530044903626,0.04787357300359918,0.0478595834,1.994664490362341e-05,1.3989603599176559e-05,0.1298884130885713,0.1298596872,0.9684062077300739,1.0000585299931837
corner_rb,rb,0.004113323082308762,0.0041129786698293515,0.0041125672,7.558823087614949e-07,4.1146982935127974e-07,0.13400139175840065,0.1339722544,0.9990749679285591,1.0317296975218406
corner_lb,lb,0.0005688985505261594,0.0005688912918122302,0.0005687599999999999,1.3855052615949475e-07,1.3129181223030684e-07,0.13457028305021287,0.1345410144,1.0033163974790575,1.0361097580454957
